pair_id,set_type,gt_found,pred_found,loc_err,scale_err,theta_err,score,failure_mode
pair_000,SetA,1,0,-1.0,8.906189684526892,0.9442014439113252,0.0760201538922286,PRESENCE_FALSE_NEGATIVE
pair_001,SetA,1,1,0.10970668733858964,0.061220457344363766,0.08919014541747183,0.950130948030282,SUBPIXEL_SUCCESS
pair_002,SetA,1,0,-1.0,11.693066826665689,1.96306686038372,0.0363959360498138,PRESENCE_FALSE_NEGATIVE
pair_003,SetA,1,0,-1.0,8.839181877687723,1.9612051475025936,0.0537396641415101,PRESENCE_FALSE_NEGATIVE
pair_004,SetA,1,0,-1.0,11.883563444564494,3.166196187846392,0.0779771769256511,PRESENCE_FALSE_NEGATIVE
pair_005,SetA,1,1,3.6202116250038117,0.07470248526582246,0.00393464411193678,0.8895825741916806,IN_BOUNDS_SUCCESS
pair_006,SetA,1,0,-1.0,11.548438869676003,1.233058771464365,0.0386433852945957,PRESENCE_FALSE_NEGATIVE
pair_007,SetA,1,1,0.9662952277254764,0.027641544183095945,0.021708103013299507,0.911620155574237,SUBPIXEL_SUCCESS
pair_008,SetA,1,1,0.15365701744186908,0.08480039901534475,0.023108580077121577,0.8767805422509855,SUBPIXEL_SUCCESS
pair_009,SetA,1,1,0.14580267736498306,0.05930754628743529,0.007254470747597885,0.919877183152086,SUBPIXEL_SUCCESS
pair_010,SetA,1,1,3.9175990345061105,0.06919413625178983,0.13936389521807513,0.9355048708749912,IN_BOUNDS_SUCCESS
pair_011,SetA,1,1,0.20743744477959217,0.03031500142083665,0.03934074730958792,0.9554861828449536,SUBPIXEL_SUCCESS
pair_012,SetA,1,1,0.10777078900323857,0.03516009698428135,0.04005444205362485,0.9034065976077772,SUBPIXEL_SUCCESS
pair_013,SetA,1,1,0.29426633570103955,0.11164656207016144,0.028929556695903358,0.9487224622894588,SUBPIXEL_SUCCESS
pair_014,SetA,1,0,-1.0,10.912291628466969,1.558736066139066,0.0761809430136326,PRESENCE_FALSE_NEGATIVE
pair_015,SetA,1,1,0.4168750581832808,0.036515229888554046,0.014970964816344967,0.8939288614281512,SUBPIXEL_SUCCESS
pair_016,SetA,1,1,4.632119666640049,0.017538174930873396,0.03325134761942328,0.9314090208400742,IN_BOUNDS_SUCCESS
pair_017,SetA,1,0,-1.0,8.97877119378156,4.067509923316584,0.0496401385394699,PRESENCE_FALSE_NEGATIVE
pair_018,SetA,1,0,-1.0,9.186375492262773,0.2863939901769177,0.0482632976920559,PRESENCE_FALSE_NEGATIVE
pair_019,SetA,1,1,0.31963879644186244,0.029124420913012372,0.013031107598837188,0.907713214089264,SUBPIXEL_SUCCESS
pair_020,SetA,1,0,-1.0,9.27796825375544,2.0226480356539795,0.0861830444685477,PRESENCE_FALSE_NEGATIVE
pair_021,SetA,1,1,0.10663836834380212,0.05838793038938661,0.20095861954035743,0.9417431145213344,SUBPIXEL_SUCCESS
