pair_id,set_type,gt_present,gt_rank,win_err,gt_corr_score,win_corr_score,c2_corr_score,c3_corr_score,diff_gt_win_corr_score,gt_psr,win_psr,c2_psr,c3_psr,diff_gt_win_psr,gt_phase_residual,win_phase_residual,c2_phase_residual,c3_phase_residual,diff_gt_win_phase_residual,gt_phase_penalty,win_phase_penalty,c2_phase_penalty,c3_phase_penalty,diff_gt_win_phase_penalty,gt_context_32,win_context_32,c2_context_32,c3_context_32,diff_gt_win_context_32,gt_context_64,win_context_64,c2_context_64,c3_context_64,diff_gt_win_context_64,gt_context_128,win_context_128,c2_context_128,c3_context_128,diff_gt_win_context_128,gt_context_combined,win_context_combined,c2_context_combined,c3_context_combined,diff_gt_win_context_combined,gt_ssd,win_ssd,c2_ssd,c3_ssd,diff_gt_win_ssd,gt_dist_to_center,win_dist_to_center,c2_dist_to_center,c3_dist_to_center,diff_gt_win_dist_to_center,gt_nearest_edge_dist,win_nearest_edge_dist,c2_nearest_edge_dist,c3_nearest_edge_dist,diff_gt_win_nearest_edge_dist,gt_nearest_cut_dist,win_nearest_cut_dist,c2_nearest_cut_dist,c3_nearest_cut_dist,diff_gt_win_nearest_cut_dist,gt_row_spacing,win_row_spacing,c2_row_spacing,c3_row_spacing,diff_gt_win_row_spacing,gt_col_spacing,win_col_spacing,c2_col_spacing,c3_col_spacing,diff_gt_win_col_spacing,gt_local_density,win_local_density,c2_local_density,c3_local_density,diff_gt_win_local_density,gt_family_population,win_family_population,c2_family_population,c3_family_population,diff_gt_win_family_population
pair_045,SetA,0,-1,288.6355169477713,,0.8793260455131531,0.8766778111457825,0.8795762658119202,,,2.307159185409546,2.262935161590576,2.283299207687378,,,0.05306173115968704,0.04633057862520218,0.039760369807481766,,,0.05,0.05,0.05,,,0.783601322094419,0.7338226435798606,0.7641858143971242,,,0.8166707839134263,0.8037917902762666,0.7425018925521836,,,0.7661476255620365,0.8035582385912442,0.7706972187503409,,,0.789847628209069,0.7897045402629765,0.7581168074004346,,,1741.4417724609375,1741.0693359375,1755.8743896484375,,,190.36412477144953,170.71174534870178,457.1700996346983,,,0.7071067811865476,0.7071067811865476,0.7071067811865476,,,0.7071067811865476,0.7071067811865476,0.7071067811865476,,,9.0,2.0,9.0,,,2.0,2.0,2.0,,,113.341064453125,113.591796875,113.015869140625,,,26,26,26,
pair_049,SetA,1,1,0.35447447294926504,0.8790343999862671,0.8790343999862671,0.8773853182792664,0.8707665205001831,0.0,2.8318569660186768,2.8318569660186768,2.820436477661133,2.7839736938476562,0.0,0.14213740825653076,0.14213740825653076,0.1038748249411583,0.0990300104022026,0.0,0.05,0.05,0.05,0.05,0.0,0.8504982882964163,0.8504982882964163,0.8441118158785524,0.8199686321481834,0.0,0.8586962907047854,0.8586962907047854,0.8108660429800449,0.8218409661024875,0.0,0.8411980780286943,0.8411980780286943,0.8428224056155221,0.8345129008960279,0.0,0.8500574051526751,0.8500574051526751,0.8302977426139373,0.826535273229043,0.0,1864.8775634765625,1864.8775634765625,1892.0439453125,1881.4632568359375,0.0,64.1248781675256,64.1248781675256,81.02468759581859,354.4079570212836,0.0,2.23606797749979,2.23606797749979,1.4142135623730951,1.0,0.0,3.605551275463989,3.605551275463989,3.1622776601683795,3.0,0.0,2.0,2.0,0.0,2.0,0.0,13.0,13.0,0.0,13.0,0.0,87.207763671875,87.207763671875,87.143798828125,88.251953125,0.0,4.0,4,1,4,0.0
pair_050,SetA,0,-1,100.79154469282648,,0.8428255915641785,0.8369525074958801,0.8388776183128357,,,2.4188051223754883,2.4070208072662354,2.41680908203125,,,0.04994538053870201,0.036095842719078064,0.040083061903715134,,,0.05,0.05,0.05,,,0.4830029422489507,0.19089413183072218,0.46531084031637543,,,0.6756514680842106,0.6670950040448048,0.7011016415632957,,,0.575213610100169,0.8354895399016616,0.5944476165107903,,,0.596946619723542,0.639212643944731,0.6112818712929096,,,2334.75390625,2292.89208984375,2424.341552734375,,,35.41892149684968,282.9461079428378,152.01480191086657,,,0.7071067811865476,0.7071067811865476,0.7071067811865476,,,1.5811388300841898,0.7071067811865476,0.7071067811865476,,,2.0,2.0,2.0,,,2.0,6.0,6.0,,,94.900146484375,95.841796875,94.019287109375,,,12,4,6,
pair_056,SetA,0,-1,32.04552677205374,,0.8280072212219238,0.827338457107544,0.8270048499107361,,,2.1898467540740967,2.192020893096924,2.1904397010803223,,,0.029218297451734543,0.04852606728672981,0.023828750476241112,,,0.125,0.2,0.05,,,0.8083670477205185,0.8142076704429623,0.8065053837672858,,,0.5982668542348244,0.5834151631600097,0.5931790532731709,,,0.8144140857161468,0.8121100391291987,0.8122017090782491,,,0.7267457855244922,0.7210516150042758,0.7234533816940252,,,2589.151123046875,2509.560302734375,2643.707275390625,,,56.22277118748239,375.2132726863483,423.1146416752793,,,0.0,0.0,1.0,,,2.23606797749979,2.23606797749979,1.4142135623730951,,,292.0,292.0,0.0,,,74.0,228.0,0.0,,,94.30322265625,95.2333984375,94.14453125,,,5,5,1,
pair_059,SetA,1,1,0.1010568972230651,0.850341796875,0.850341796875,0.824938952922821,0.8246102333068848,0.0,2.248690128326416,2.248690128326416,2.0226266384124756,2.0198819637298584,0.0,0.1270882785320282,0.1270882785320282,0.03076254203915596,0.032627444714307785,0.0,0.05,0.05,0.0875,0.0875,0.0,0.7976779734303048,0.7976779734303048,0.7626957885376657,0.7596077898761446,0.0,0.7262942681889325,0.7262942681889325,0.815294357354627,0.8119111372632206,0.0,0.7164659285988939,0.7164659285988939,0.800571391404294,0.7984084397118689,0.0,0.7366396734011915,0.7366396734011915,0.7988854572111015,0.7960493887652649,0.0,1978.577392578125,1978.577392578125,2330.486572265625,2273.83740234375,0.0,137.70439353920412,137.70439353920412,454.6718596966388,305.716371821988,0.0,2.5495097567963922,2.5495097567963922,1.5811388300841898,1.5811388300841898,0.0,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.0,2.0,2.0,2.0,0.0,0.0,277.0,277.0,46.0,0.0,0.0,111.115478515625,111.115478515625,107.47412109375,109.11767578125,0.0,4.0,4,3,1,0.0
pair_061,SetA,0,-1,554.65213228039,,0.8623265027999878,0.860931396484375,0.8602051734924316,,,1.7693969011306763,1.748557209968567,1.7043969631195068,,,0.05065818130970001,0.042904701083898544,0.060214754194021225,,,0.05,0.08106601717798213,0.16249999999999998,,,0.748048078265732,0.7421632779302526,0.7568578625919993,,,0.757852292273368,0.7535585916634742,0.7617705949131125,,,0.8066807925537978,0.8070755680368542,0.8059618594027809,,,0.7754228495840128,0.7726863194661819,0.7784645542447572,,,1993.02978515625,1995.7493896484375,1805.0579833984375,,,530.2046774595638,413.14646313383827,230.82677487674604,,,1.0,1.0,2.23606797749979,,,4.123105625617661,5.0,5.0990195135927845,,,28.0,29.0,28.0,,,2.0,3.0,24.0,,,108.230224609375,108.150634765625,111.638427734375,,,12,12,3,
pair_062,SetA,1,34,293.2567803380695,0.7701514959335327,0.7835597395896912,0.7837134003639221,0.7832142114639282,-0.013408243656158447,2.4633893966674805,2.503444194793701,2.4993526935577393,2.512547254562378,-0.0400547981262207,0.03879493102431297,0.034038443118333817,0.04214224964380264,0.043916910886764526,0.0047564879059791565,0.16249999999999998,0.17694368026754387,0.16249999999999998,0.05,-0.01444368026754389,0.7937753082139436,0.8193060650126409,0.8063138258478525,0.8147767055700434,-0.02553075679869732,0.7893210276427365,0.818043174345925,0.8091380296190448,0.8111059924084972,-0.02872214670318851,0.792532952702344,0.8113942717188846,0.8069756800651359,0.807033756576838,-0.018861319016540534,0.791496653780821,0.815636191428452,0.8077082490432428,0.8102112407081428,-0.024139537647630993,2432.0810546875,2418.764404296875,2419.60888671875,2431.3876953125,13.316650390625,195.97959077414157,244.9693858423946,275.17630711963557,209.34660255184463,-48.98979506825302,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.23606797749979,3.0,-1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,290.0,0.0,95.269775390625,94.57177734375,94.212646484375,94.754150390625,0.697998046875,26.0,26,26,9,0.0
pair_063,SetA,1,7,535.9250122075962,0.8566946983337402,0.8825123310089111,0.8842214941978455,0.8820776343345642,-0.0258176326751709,2.640472650527954,2.588271379470825,2.746995210647583,2.743114709854126,0.052201271057128906,0.1436118632555008,0.06680397689342499,0.07643970847129822,0.06624272465705872,0.0768078863620758,0.05,0.0875,0.05,0.05,-0.03749999999999999,0.7999872562741177,0.7538768454709083,0.6993334012940483,0.6965649023335104,0.046110410803209434,0.5255627302695969,0.7784325171620683,0.7740637957382965,0.7801817154560645,-0.2528697868924714,0.8070164724487547,0.750775488680434,0.6996492758643177,0.6913799436568845,0.05624098376832076,0.6930291323421642,0.7624585714311827,0.7293519088998555,0.7279376441118817,-0.06942943908901844,1967.02392578125,1869.816650390625,1796.2203369140625,1754.3741455078125,97.207275390625,112.98893751159889,492.2016863034908,164.5189958636996,252.10811172986877,-379.21274879189195,1.5811388300841898,1.5811388300841898,0.7071067811865476,2.1213203435596424,0.0,2.9154759474226504,3.5355339059327378,3.5355339059327378,3.5355339059327378,-0.6200579585100874,2.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,6.0,97.28857421875,96.68310546875,97.519775390625,98.162353515625,0.60546875,13.0,1,1,1,12.0
pair_064,SetA,1,18,394.7736879346235,0.7775226831436157,0.798963725566864,0.7928350567817688,0.7883634567260742,-0.02144104242324829,2.5769193172454834,2.6209869384765625,2.5939242839813232,2.59993577003479,-0.0440676212310791,0.05668894946575165,0.04724407568573952,0.04065126180648804,0.05368779972195625,0.00944487378001213,0.05,0.05,0.16249999999999998,0.05,0.0,0.46997277018575684,0.5592795025461759,0.5727827371287885,0.5974965991647814,-0.08930673236041903,0.5888662041406187,0.6397423089815053,0.6645312233084179,0.6896234195664819,-0.05087610484088656,0.6010090607345201,0.6553574836724784,0.6736816637213585,0.6916964269458594,-0.054348422937958274,0.5699446599872069,0.6298958175708287,0.6498417022376684,0.6720272584378928,-0.059951157583621795,2354.526611328125,2384.69287109375,2360.51611328125,2318.235107421875,-30.166259765625,75.07329751649384,357.61012289922667,166.1114083980989,118.51160280748886,-282.53682538273284,0.0,1.0,0.0,1.0,-1.0,2.0,2.0,2.23606797749979,2.0,0.0,2.0,253.0,2.0,2.0,-251.0,27.0,14.0,9.0,6.0,13.0,90.535888671875,89.055908203125,89.404052734375,89.70263671875,1.47998046875,8.0,8,13,8,0.0
pair_087,SetB,0,-1,363.6409127144745,,0.8283061981201172,0.8278652429580688,0.826897144317627,,,2.3189799785614014,2.1377453804016113,2.2940921783447266,,,0.050983842462301254,0.055017102509737015,0.040923960506916046,,,0.05,0.05,0.05,,,0.6992413654697197,0.7102172032219205,0.708238661402978,,,0.7089142998564322,0.7030763018188283,0.7039931258163112,,,0.7504749579249967,0.7494886508396512,0.752729420917246,,,0.7236039762065156,0.723069421707776,0.7243367509740185,,,1848.0404052734375,1914.8004150390625,2004.894775390625,,,412.62573841194154,223.4390297150433,570.2744953090573,,,1.0,1.4142135623730951,0.0,,,1.0,1.0,1.0,,,2.0,4.0,2.0,,,13.0,13.0,2.0,,,114.555419921875,113.36328125,111.774169921875,,,28,28,28,
pair_095,SetB,1,1,0.278223824473799,0.8129181861877441,0.8129181861877441,0.8065937161445618,0.8057647347450256,0.0,3.313218593597412,3.313218593597412,3.3013970851898193,3.2888317108154297,0.0,0.06665808707475662,0.06665808707475662,0.0789012685418129,0.05395760014653206,0.0,0.05,0.05,0.05,0.05,0.0,0.7052116654548745,0.7052116654548745,0.7094529640104899,0.7118201131601538,0.0,0.7856016627234074,0.7856016627234074,0.7875482211453452,0.7832214054913462,0.0,0.7756633827256878,0.7756633827256878,0.7706634474937522,0.7719560258244169,0.0,0.765548351270613,0.765548351270613,0.765175260257737,0.764434995158336,0.0,1911.7181396484375,1911.7181396484375,2086.56201171875,2173.744384765625,0.0,173.65770930194836,173.65770930194836,272.75263518433695,518.6607754592591,0.0,1.0,1.0,0.0,1.0,0.0,1.4142135623730951,1.4142135623730951,2.8284271247461903,2.0,0.0,33.0,33.0,0.0,39.0,0.0,2.0,2.0,0.0,2.0,0.0,88.66259765625,88.66259765625,86.892333984375,85.0107421875,0.0,4.0,4,1,2,0.0
pair_111,SetB,1,3,197.56325311785056,0.8513476252555847,0.8694707751274109,0.8597756028175354,0.8513476252555847,-0.018123149871826172,3.3222737312316895,3.4385480880737305,3.421049118041992,3.3222737312316895,-0.11627435684204102,0.10468072444200516,0.07348885387182236,0.07711826264858246,0.10468072444200516,0.0311918705701828,0.05,0.05,0.05,0.05,0.0,0.5843659923077151,0.7977870491794339,0.59702220972525,0.5843659923077151,-0.21342105687171875,0.86454892594681,0.8083702317124146,0.7944779976522311,0.86454892594681,0.056178694234395365,0.8329297211575188,0.7234523483561368,0.8484011229077718,0.8329297211575188,0.10947737280138203,0.7958646573032746,0.7722864418633074,0.7765560901690512,0.7958646573032746,0.023578215439967187,1787.263916015625,1403.1387939453125,2041.5162353515625,1787.263916015625,384.1251220703125,142.24099268495002,339.9507317244662,56.48451115128819,142.24099268495002,-197.7097390395162,1.5811388300841898,0.7071067811865476,0.7071067811865476,1.5811388300841898,0.8740320488976422,4.527692569068709,5.70087712549569,4.527692569068709,4.527692569068709,-1.173184556426981,8.0,8.0,8.0,8.0,0.0,2.0,2.0,2.0,2.0,0.0,105.19921875,112.73388671875,99.919189453125,105.19921875,-7.53466796875,40.0,40,40,40,0.0
pair_123,SetB,0,-1,526.0440735898327,,0.7955144643783569,0.7951754927635193,0.7939891815185547,,,2.1713297367095947,2.120216131210327,2.134699583053589,,,0.05965588241815567,0.0566314160823822,0.05774310603737831,,,0.05,0.05,0.05,,,0.8013231652341892,0.8141108937356121,0.7931674957513652,,,0.7684834737142325,0.7449871359894779,0.7556362478111661,,,0.7427122254337164,0.7191787610116767,0.740298000270023,,,0.7647429127060175,0.7484885375475843,0.7570071983827487,,,2522.506591796875,3505.9951171875,3202.533203125,,,580.536389901615,84.87932610477066,406.0621873555823,,,0.7071067811865476,0.7071067811865476,0.7071067811865476,,,0.7071067811865476,0.7071067811865476,0.7071067811865476,,,0.0,2.0,337.0,,,0.0,2.0,2.0,,,92.2119140625,79.84326171875,83.99560546875,,,1,21,2,
pair_125,SetB,0,-1,626.1600750169198,,0.8050053119659424,0.8040159344673157,0.806016206741333,,,2.350944757461548,2.178734302520752,2.077120542526245,,,0.044599808752536774,0.05933614820241928,0.04407820105552673,,,0.05,0.05,0.05,,,0.6848693494153313,0.6626376567108222,0.6843890318104667,,,0.7865148355801436,0.789072393320049,0.7540569920525989,,,0.7349295932298486,0.7603378716573455,0.7302142209272138,,,0.7455516414070632,0.7522916373331223,0.7305862915540184,,,1292.6815185546875,1386.6700439453125,1419.630126953125,,,530.5134305557211,580.4692067629428,595.1508212209742,,,0.7071067811865476,0.7071067811865476,0.7071067811865476,,,12.90348790056394,14.577379737113251,11.067971810589327,,,2.0,2.0,2.0,,,25.0,12.0,12.0,,,133.650146484375,139.1923828125,141.041748046875,,,10,11,11,
pair_135,SetB,1,48,467.8895978758403,0.7644516229629517,0.7872605323791504,0.7861303091049194,0.7840975522994995,-0.02280890941619873,2.396409749984741,2.3960185050964355,2.408989191055298,2.417184829711914,0.00039124488830566406,0.05346576124429703,0.0326019823551178,0.03252004086971283,0.024597112089395523,0.02086377888917923,0.05,0.09358541225631423,0.05,0.05,-0.043585412256314224,0.5554203185668252,0.5380453411446717,0.6499613246633773,0.5370589672301784,0.017374977422153437,0.7095661900280715,0.6912638666768536,0.661144652279707,0.6764558902094798,0.018302323351217953,0.6866643058703485,0.7436823439895438,0.651682479725756,0.7397843651460326,-0.05701803811919526,0.669576262072733,0.6815875524954933,0.6551231177348606,0.6739078955882407,-0.012011290422760279,3200.05126953125,1663.7877197265625,1865.0897216796875,2126.228515625,1536.2635498046875,114.15997547301768,460.48072706683394,381.32204237363464,279.5541092525739,-346.3207515938162,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.0,4.949747468305833,4.743416490252569,4.527692569068709,4.527692569068709,0.20633097805326361,2.0,3.0,2.0,2.0,-1.0,15.0,2.0,2.0,2.0,13.0,98.239013671875,122.641845703125,116.990478515625,111.97021484375,-24.40283203125,50.0,50,50,50,0.0
