pair_id,rank,cx,cy,gterr,corr_score,psr,context_combined,grad_ncc,phase_penalty,neigh_cons,family,dist_to_center,v25
v00001,11,423.5,657.5,,0.39546042680740356,0.0,0.49695551192518533,0.12071618437767029,0.05,0.3830561488866806,177,175.0956881250935,0.09334221496797102
v00001,12,518.5,649.5,,0.3538224697113037,0.0,0.48523880847239864,0.12480031698942184,0.11020817282989959,0.3369237184524536,177,150.6403000528079,0.08806100359433178
v00001,13,414.5,658.5,,0.39542898535728455,0.0,0.4827182758810529,0.13019491732120514,0.05,0.38034968078136444,177,180.09025515002193,0.05014368310741234
v00001,14,387.5,660.5,,0.39363014698028564,0.0,0.4867632934069053,0.1066693514585495,0.05,0.38175591826438904,177,196.0012755060538,0.049225968043596253
v00001,15,445.5,649.5,,0.2604568600654602,0.0,0.3360972128281138,0.04213519021868706,0.11020817282989959,0.2606864497065544,177,159.12416535523445,0.04108525152352416
v00001,16,472.5,647.5,,0.27533698081970215,0.0,0.35044286058455154,0.05683903396129608,0.11020817282989959,0.2743069678544998,177,150.0416608812366,0.03937662572437744
v00001,17,490.5,645.5,,0.25571396946907043,0.0,0.3272508045568321,0.03950956463813782,0.11020817282989959,0.24996379017829895,177,145.80980762623616,0.03508297207241652
v00001,18,504.5,644.5,,0.2656192481517792,0.0,0.3063573844405504,0.04293864592909813,0.11020817282989959,0.22838619351387024,177,144.57005222382676,0.031289955410591624
v00001,19,405.5,658.5,,0.3957836925983429,0.0,0.476662632142077,0.08870962262153625,0.05885254915624212,0.38537998497486115,177,184.53319484580544,0.029453716016200816
v00001,20,503.5,301.5,,0.26020941138267517,0.0,0.32586396701474846,0.13554009795188904,0.14270509831248424,0.24535837024450302,177,198.53085402526227,0.029288583293741247
v00002,1,479.0,609.0,315.3185905464199,0.6839218735694885,0.0,0.7560093989983059,0.23762094974517822,0.05,0.28269413113594055,191,111.00450441310929,0.7316067732659923
v00002,2,505.0,295.0,0.3607683292086509,0.9007675051689148,0.0,0.9074757134675894,0.7490360140800476,0.0,0.37621767818927765,191,205.0609665440988,0.4277232071783126
v00002,3,619.0,620.0,344.7451106928324,0.4223206639289856,0.0,0.48968241495608866,0.047708719968795776,0.1340990257669732,0.3397158086299896,191,169.0,0.05316955432855218
v00002,4,495.0,418.0,123.65039997222969,0.40887731313705444,0.0,0.452736933864371,-0.020907530561089516,0.09358541225631423,0.019533205777406693,191,82.15229759416349,0.04988694064319828
v00002,5,443.0,606.0,317.33199802388594,0.3358787000179291,0.0,0.4346734247218701,0.10444695502519608,0.09358541225631423,0.27774472534656525,191,120.3536455617361,0.04386826341430849
v00002,6,428.0,605.0,319.61808859773015,0.3870924115180969,0.0,0.48188149835915706,0.1463741511106491,0.05,0.32315224409103394,191,127.31457104353767,0.035636266467755924
v00002,7,452.0,291.0,52.88723769510378,0.5843561887741089,0.0,0.6299988508224,0.546961784362793,0.05,0.41206595301628113,191,214.44113411377026,0.0313365699137054
v00002,8,412.0,603.0,321.9174250318224,0.45679450035095215,0.0,0.5160135325579442,0.1214456632733345,0.125,0.33303749561309814,191,135.47324459095236,0.026567267656949813
v00002,9,556.0,615.0,324.33885804281283,0.42756032943725586,0.0,0.4973666447447531,0.07431840151548386,0.09358541225631423,0.31960493326187134,191,127.91012469699183,0.025617767181755177
v00002,10,449.0,606.0,316.2191245674359,0.33411189913749695,0.0,0.41008757525777884,0.1162203922867775,0.16249999999999998,0.3093663305044174,191,117.63077828527702,0.024433957599893065
v00002,11,640.0,622.0,354.10949367391635,0.4222024977207184,0.0,0.4911521605885228,0.060097601264715195,0.1340990257669732,0.34238573908805847,191,185.69868066305693,0.02168736239690457
v00002,12,539.0,614.0,321.0963113585956,0.37043285369873047,0.0,0.4611802037428716,0.035387225449085236,0.05885254915624212,0.299149289727211,191,120.48651376813922,0.02089345225664253
v00002,13,481.0,576.0,282.2663696932684,0.33839404582977295,0.0,0.4120104782585746,-0.07618624716997147,0.05,0.02098366871359758,191,78.33900688673555,0.014548251730797972
v00002,14,422.0,604.0,320.1456774758132,0.4449414610862732,0.0,0.5009871149285446,0.09048210829496384,0.16249999999999998,0.32563774287700653,191,130.0,0.014280638568267851
v00002,15,564.0,300.0,59.47829981577655,0.5147717595100403,0.0,0.5825717961769243,0.45963478088378906,0.05,0.4036004990339279,191,209.990475974507,0.014277132287152232
v00002,16,473.0,608.0,314.87036347005045,0.36896926164627075,0.0,0.3976769910777982,0.10420466214418411,0.16249999999999998,0.16970185935497284,191,111.32385189167684,0.013146922403602962
v00002,17,501.0,350.0,55.392423145309294,0.3435855507850647,0.0,0.43642237675317097,0.20172609388828278,0.11020817282989959,0.0005662785843014717,191,150.00333329629711,0.011970381379494311
v00002,18,497.0,389.0,94.58346181626523,0.40907323360443115,0.0,0.4518340781941802,-0.02281109057366848,0.05885254915624212,0.020234166004229337,191,111.04053313993049,0.010920087011624266
v00002,19,406.0,603.0,323.697220820252,0.4431428015232086,0.0,0.4815835377616438,0.07872726768255234,0.1662132317597294,0.3424971252679825,191,139.44532978913278,0.010569599653900412
v00002,20,484.0,294.0,20.76819612913721,0.4929102957248688,0.0,0.4785232663356195,0.48825183510780334,0.05,0.5608863830566406,191,206.6204249342257,0.010431876812698923
v00003,1,434.5,360.5,0.5546353654333762,0.9659868478775024,0.0,0.9356686673933632,0.8946037888526917,0.0,0.0,199,154.11197227989783,0.9537934013285162
v00003,2,647.5,563.5,294.7958006469548,0.7756551504135132,0.0,0.8190849193891361,0.43749967217445374,0.05,0.0,199,160.58798211572372,0.8383309446552396
