pair_id,set_type,gt_found,pred_found,loc_err,scale_err,theta_err,score,failure_mode
pair_000,SetA,1,0,-1.0,8.906189684526892,0.9442014439113252,0.0,PRESENCE_FALSE_NEGATIVE
pair_001,SetA,1,1,0.10970668733858964,0.06122045734436021,0.08919014541747183,0.9550590071912154,SUBPIXEL_SUCCESS
pair_002,SetA,1,0,-1.0,11.693066826665689,1.96306686038372,0.0,PRESENCE_FALSE_NEGATIVE
pair_003,SetA,1,0,-1.0,8.839181877687723,1.9612051475025936,0.0,PRESENCE_FALSE_NEGATIVE
pair_004,SetA,1,0,-1.0,11.883563444564494,3.166196187846392,0.0,PRESENCE_FALSE_NEGATIVE
pair_005,SetA,1,1,3.6202116250038117,0.09870998526582397,0.00393464411193678,0.9210039825181664,IN_BOUNDS_SUCCESS
pair_006,SetA,1,0,-1.0,11.548438869676003,1.233058771464365,0.0,PRESENCE_FALSE_NEGATIVE
pair_007,SetA,1,1,0.9662952277254764,0.027641544183099498,0.021708103013299507,0.914757241350932,SUBPIXEL_SUCCESS
pair_008,SetA,1,1,0.15365701744186908,0.0848003990153483,0.023108580077121577,0.8785562900705906,SUBPIXEL_SUCCESS
pair_009,SetA,1,1,0.14580267736498306,0.059307546287431734,0.007254470747597885,0.9386116444651256,SUBPIXEL_SUCCESS
pair_010,SetA,1,1,3.9175990345061105,0.09889413625179522,0.13936389521807513,0.9495590154578618,IN_BOUNDS_SUCCESS
pair_011,SetA,1,1,0.20743744477959217,0.030315001420840204,0.03934074730958792,0.9592864134443388,SUBPIXEL_SUCCESS
pair_012,SetA,1,1,0.10777078900323857,0.03516009698428313,0.04005444205362485,0.9284966133546416,SUBPIXEL_SUCCESS
pair_013,SetA,1,1,0.29426633570103955,0.11164656207016499,0.028929556695903358,0.9572986802835524,SUBPIXEL_SUCCESS
pair_014,SetA,1,0,-1.0,10.912291628466969,1.558736066139066,0.0,PRESENCE_FALSE_NEGATIVE
pair_015,SetA,1,1,0.4168750581832808,0.0365152298885576,0.014970964816344967,0.8929007698393194,SUBPIXEL_SUCCESS
pair_016,SetA,1,1,4.632119666640049,0.01753817493087162,0.03325134761942328,0.9519480764895544,IN_BOUNDS_SUCCESS
pair_017,SetA,1,0,-1.0,8.97877119378156,4.067509923316584,0.0,PRESENCE_FALSE_NEGATIVE
pair_018,SetA,1,0,-1.0,9.186375492262773,0.2863939901769177,0.0,PRESENCE_FALSE_NEGATIVE
pair_019,SetA,1,1,0.31963879644186244,0.02912442091300882,0.013031107598837188,0.915920235750466,SUBPIXEL_SUCCESS
pair_020,SetA,1,0,-1.0,9.27796825375544,2.0226480356539795,0.0,PRESENCE_FALSE_NEGATIVE
pair_021,SetA,1,1,0.10663836834380212,0.058387930389390164,0.20095861954035743,0.9503945383312592,SUBPIXEL_SUCCESS
pair_022,SetA,1,1,3.330817238337581,0.014283850352393657,0.014638199582232225,0.9311515064606768,IN_BOUNDS_SUCCESS
pair_023,SetA,1,1,0.24387599148889938,0.0314733173825541,0.059377485861118906,0.930667633810446,SUBPIXEL_SUCCESS
