pair_id,set_type,dist_to_replica,delta_corr_score,gt_corr_score,replica_corr_score,delta_fft_gradient_score,gt_fft_gradient_score,replica_fft_gradient_score,delta_psr,gt_psr,replica_psr,delta_peak_margin,gt_peak_margin,replica_peak_margin,delta_context_32,gt_context_32,replica_context_32,delta_context_64,gt_context_64,replica_context_64,delta_context_128,gt_context_128,replica_context_128,delta_phase_residual,gt_phase_residual,replica_phase_residual,delta_template_residual,gt_template_residual,replica_template_residual,delta_center_prior,gt_center_prior,replica_center_prior,delta_score_combined,gt_score_combined,replica_score_combined
pair_053,SetA,25.079872407968907,0.0007560253143310547,0.8445104956626892,0.8437544703483582,0.013115882873535156,0.6739746332168579,0.6608587503433228,-0.0021910667419433594,2.3172037601470947,2.319394826889038,-0.00031435489654539996,0.000756025314331,0.0010703802108764,0.011553200506834393,0.8143477042731525,0.8027945037663181,-0.0010989309472607678,0.8315402765465452,0.8326392074938059,-0.00022153279561487604,0.8019307321108862,0.802152264906501,0.0768618732690811,0.1172680854797363,0.0404062122106552,-22.986083984375,1980.828125,2003.814208984375,-20.721194823944323,28.3196045170126,49.04079934095692,0.00466757218640268,0.8189933992769456,0.8143258270905429
pair_054,SetA,51.088159097779204,0.03627622127532959,0.7350257039070129,0.6987494826316833,-0.0027950406074523926,0.5680837035179138,0.5708787441253662,0.16170859336853027,2.801095962524414,2.639387369155884,-0.698367178440094,0.0003823041915893,0.6987494826316833,-0.17020123322518543,0.1207103423513435,0.2909115755765289,-0.04701735076025748,0.585596305110789,0.6326136558710465,-0.028795395362296583,0.5899143959392582,0.6187097913015548,0.014298591762781095,0.0593172758817672,0.0450186841189861,73.589111328125,2313.3359375,2239.746826171875,2.485998020056698,117.09184429327262,114.60584627321592,-0.010409051710371542,0.6144094116034746,0.6248184633138462
pair_055,SetA,89.02246907382428,0.07367479801177979,0.8865199685096741,0.8128451704978943,0.12164103984832764,0.7158830165863037,0.5942419767379761,0.4310445785522461,2.8323850631713867,2.4013404846191406,0.0111435055732727,0.0112996101379394,0.0001561045646667,0.28199674870677316,0.8311083345316108,0.5491115858248377,-0.014874509753378673,0.7201099830521269,0.7349844928055056,0.2350371930969536,0.8452426504932046,0.610205457396251,0.09042583405971531,0.1519319117069244,0.0615060776472091,-184.1927490234375,1777.7525634765625,1961.9453125,-73.97192026334454,144.54238132810735,218.5143015914519,0.1790973661318387,0.901619615208156,0.7225222490763173
pair_057,SetA,18.0,0.020913362503051758,0.8756587505340576,0.8547453880310059,0.04145139455795288,0.6406669616699219,0.599215567111969,-0.013571262359619585,2.0803773403167725,2.093948602676392,0.0050888061523438,0.005523681640625,0.0004348754882812,0.10366285635223083,0.8197357871778748,0.7160729308256439,0.007882677297235685,0.8230232375047905,0.8151405602075548,0.018523089487828326,0.8413796705855628,0.8228565810977345,0.08132549375295639,0.1208378970623016,0.0395124033093452,-95.73706054687523,1949.4017333984373,2045.1387939453125,11.248094577869288,72.83543093852057,61.587336360651285,0.026632878175267494,0.8751388868858779,0.8485060087106104
pair_059,SetA,153.16004700965587,0.02734297513961792,0.850341796875,0.8229988217353821,0.03796851634979248,0.5820295214653015,0.544061005115509,0.20242047309875488,2.248690128326416,2.046269655227661,0.024561941623687803,0.0247068405151367,0.0001448988914489,0.10160061324436076,0.7976779734303048,0.696077360185944,0.03957294591344074,0.7262942681889325,0.6867213222754918,0.028520517604931128,0.7164659285988939,0.6879454109939628,0.083999190479517,0.1270882785320282,0.0430890880525112,-203.514404296875,1978.577392578125,2182.091796875,13.863770155760193,137.70439353920412,123.84062338344393,0.0382729481401487,0.802742040197946,0.7644690920577973
pair_063,SetA,138.13037319865606,-0.024140357971191406,0.8566946983337402,0.8808350563049316,-0.06616675853729248,0.6295364499092102,0.6957032084465027,-0.078116655349731,2.640472650527954,2.718589305877685,0.0011342763900757,0.0065551400184631,0.0054208636283874,0.128029485655496,0.7999872562741177,0.6719577706186217,-0.1988107590803262,0.5255627302695969,0.7243734893499231,0.021401709953077552,0.8070164724487547,0.7856147624956772,0.05598081648349769,0.1436118632555008,0.0876310467720031,119.94775390625,1967.02392578125,1847.076171875,87.09492275915078,112.98893751159888,25.894014752448104,-0.051370394650265716,0.7887751385068728,0.8401455331571385
pair_064,SetA,56.08029957123981,-0.010840773582458496,0.7775226831436157,0.7883634567260742,-0.026497244834899902,0.6170483231544495,0.6435455679893494,-0.02301645278930664,2.5769193172454834,2.59993577003479,-0.00045579671859739997,0.0006889104843139,0.0011447072029113,-0.1275238289790246,0.4699727701857568,0.5974965991647814,-0.10075721542586313,0.5888662041406187,0.6896234195664819,-0.09068736621133933,0.6010090607345201,0.6916964269458594,0.003001149743795402,0.0566889494657516,0.0536877997219562,36.29150390625,2354.526611328125,2318.235107421875,-43.43830529099502,75.07329751649384,118.51160280748886,-0.05071694428549145,0.6849088660361365,0.735625810321628
pair_065,SetA,139.2300254973761,0.0027219653129577637,0.8831689357757568,0.8804469704627991,0.0012109875679016113,0.7296894788742065,0.7284784913063049,0.029219627380371094,2.5683698654174805,2.5391502380371094,0.0008080005645752001,0.001013696193695,0.0002056956291198,-0.09908625689362527,0.7150885690540312,0.8141748259476564,-0.002811697752139297,0.8019670497846413,0.8047787475367806,0.12332149430721162,0.8512657188351113,0.7279442245278996,0.0614653006196022,0.1593584269285202,0.097893126308918,11.9521484375,1767.53466796875,1755.58251953125,39.742435634052626,163.4457096408468,123.70327400679416,0.059498127437278225,0.902520053011806,0.8430219255745278
pair_067,SetA,151.95394038984313,-0.0016517043113708496,0.8576924204826355,0.8593441247940063,-0.023719429969787598,0.6069687604904175,0.6306881904602051,0.09270870685577393,1.79981529712677,1.707106590270996,-0.0005950331687926641,5.125999450683594e-05,0.0006462931632995,0.019890189296540406,0.8363636357482186,0.8164734464516782,0.008096502057998167,0.8342390950915134,0.8261425930335152,0.006315441849592096,0.8148903324236764,0.8085748905740843,0.0676445923745632,0.1005517095327377,0.0329071171581745,46.283203125,1997.7674560546875,1951.4842529296875,-119.09314195341798,65.7419196555744,184.8350616089924,0.06041506398092411,0.863899146247772,0.8034840822668479
pair_069,SetA,69.0,0.15905380249023438,0.8733513951301575,0.7142975926399231,0.07287344336509705,0.560562789440155,0.487689346075058,0.6467361450195304,3.2413249015808105,2.59458875656128,-0.710693895816803,0.0036036968231201,0.7142975926399231,0.3807393855022891,0.871061490684002,0.4903221051817129,0.2664946891264609,0.8564151101944008,0.5899204210679398,0.14929870025491443,0.8579030003264609,0.7086043000715465,0.09267749637365341,0.1369842886924743,0.0443067923188209,-703.7979736328125,1898.0328369140625,2601.830810546875,-49.369158051587036,61.26989472816156,110.6390527797486,0.37000500708969386,0.890683237500701,0.5206782304110071
pair_071,SetB,274.3027524469997,0.001871347427368164,0.8054103851318359,0.8035390377044678,0.008322477340698242,0.5336076617240906,0.5252851843833923,0.18094277381896973,2.376577377319336,2.195634603500366,-0.8032898902893066,0.0002491474151611,0.8035390377044678,0.01953295538805,0.7082722765041438,0.6887393211160938,0.01591927304137597,0.7801122238838201,0.7641929508424441,-0.02244948779822209,0.7312116351154561,0.7536611229136781,0.029958222061395597,0.0884158089756965,0.0584575869143009,976.8076171875,2836.654296875,1859.8466796875,-163.2111539031573,95.0,258.2111539031573,0.10752066280730788,0.7868932258754405,0.6793725630681327
pair_074,SetB,38.01315561749642,0.005796670913696289,0.576434850692749,0.5706381797790527,0.01303565502166748,0.2860520482063293,0.2730163931846618,0.026038646697998047,2.634661912918091,2.6086232662200928,0.0007269978523253578,0.0007334351539611,6.437301635742188e-06,0.04992244638488175,0.5463497304421084,0.4964272840572267,0.010549027906421093,0.5867463524192756,0.5761973245128545,0.008363865752357258,0.5591715851625136,0.5508077194101564,-0.007634650915861095,0.0346523113548755,0.0422869622707366,-5.90478515625,3298.67333984375,3304.578125,23.35804956963115,81.05553651663777,57.697486947006624,0.00858020664271597,0.5598895440263782,0.5513093373836623
pair_077,SetB,16.0312195418814,0.02140718698501587,0.748019278049469,0.7266120910644531,0.014740914106369074,0.4671749770641327,0.4524340629577636,-0.13039660453796387,2.187958002090454,2.318354606628418,-0.0014124512672424,0.0010477304458618,0.0024601817131042,0.02414171121576225,0.6858060836570194,0.6616643724412572,0.012676869320027095,0.7472330056435338,0.7345561363235067,0.011028955767498738,0.714707331478244,0.7036783757107452,0.0324254035949707,0.0728708505630493,0.0404454469680786,-199.235595703125,2632.963134765625,2832.19873046875,14.833564174034706,75.0,60.166435825965294,-0.025717207285576027,0.6993041011745055,0.7250213084600815
pair_081,SetB,27.0,0.05927765369415283,0.7512713074684143,0.6919936537742615,0.05615386366844177,0.4095752239227295,0.3534213602542877,0.2884368896484375,2.43129301071167,2.1428561210632324,0.0060897469520568995,0.0068970918655395,0.0008073449134826,-0.12142145620351036,0.4870134412468104,0.6084348974503208,0.020708175076600055,0.6974362459466662,0.6767280708700661,0.05458429124009356,0.6701905169042177,0.6156062256641242,0.0373630076646805,0.0840407088398933,0.0466777011752128,-104.36865234375,2961.756591796875,3066.125244140625,16.58393697946542,190.6370897805566,174.0531528010912,0.0967026822576803,0.6876241880749792,0.5909215058172989
pair_088,SetB,151.00331122197287,0.03856480121612549,0.5216779708862305,0.483113169670105,0.06377547979354853,0.3499424755573272,0.2861669957637787,0.1944890022277832,2.714769124984741,2.520280122756958,0.00012820959091179804,0.0001628398895263,3.463029861450195e-05,-0.030825773664342027,0.3771859028001074,0.4080116764644494,0.027148367217397218,0.4924155755382578,0.4652672083208606,0.03568527100433122,0.5171413090747093,0.4814560380703781,0.0287367366254329,0.0653454363346099,0.036608699709177,193.436279296875,3743.026123046875,3549.58984375,75.96604618447058,159.3267083699403,83.3606621854697,0.13715128699538498,0.4696637930684307,0.3325125060730457
pair_089,SetB,136.23509092741122,0.03836679458618164,0.814505398273468,0.7761386036872864,0.11027792096138,0.553999662399292,0.443721741437912,0.15978145599365234,3.1771419048309326,3.0173604488372803,0.014802873134613098,0.0160044431686401,0.001201570034027,0.040837544517193236,0.7721474607458244,0.7313099162286312,0.03985388502005116,0.7762250922404417,0.7363712072203905,0.041694568123127884,0.7647852267733627,0.7230906586502348,0.010983005166053703,0.0970876365900039,0.0861046314239502,-297.571044921875,2115.960693359375,2413.53173828125,-115.24368693277216,151.74320413119,266.98689106396216,0.062283095695165325,0.7956865481963488,0.7334034525011834
pair_090,SetB,156.54072952429985,-0.008777886629104559,0.4490377902984619,0.4578156769275665,0.050295069813728416,0.2746644616127014,0.224369391798973,-0.03501009941101074,2.7773923873901367,2.8124024868011475,-0.0026353299617768,0.0040748417377471,0.0067101716995239,-0.04520519034902082,0.4805271582495575,0.5257323485985783,-0.0179973555689506,0.4656269865203706,0.4836243420893212,0.128539007813456,0.4459824943254661,0.3174434865120101,0.030084602534771,0.0677921399474144,0.0377075374126434,926.21240234375,4518.21435546875,3592.001953125,16.18168763749594,173.18487231857176,157.00318468107582,0.12212553465734233,0.4137227192288767,0.2915971845715344
pair_092,SetB,37.12142238654117,-0.003185272216796875,0.564482569694519,0.5676678419113159,-0.011477380990982111,0.3614135086536407,0.3728908896446228,-0.017307996749878374,2.1418027877807617,2.15911078453064,-0.0015537142753600998,0.0001947283744812,0.0017484426498413,-0.018575347193561687,0.5794974256165115,0.5980727728100732,-0.019495566750850457,0.4703681938634047,0.4898637606142552,-0.007515284112015852,0.5626402426502572,0.5701555267622731,-0.005106432363390902,0.0306708756834268,0.0357773080468177,-33.04248046875,6313.1552734375,6346.19775390625,29.075144826755945,167.10774967068403,138.03260484392808,0.13613778861364623,0.5195415110649929,0.3834037224513467
pair_093,SetB,19.026297590440446,0.08905792236328125,0.7963955998420715,0.7073376774787903,0.051268160343170166,0.4691369533538818,0.4178687930107116,0.3449914455413823,2.622222185134888,2.277230739593506,0.010346293449401899,0.0106840133666992,0.0003377199172973,0.054259907162453325,0.698457137523154,0.6441972303607006,-0.1068962250378872,0.6575519758322769,0.7644482008701641,-0.10032864250956619,0.6292465329722193,0.7295751754817855,0.028950043022632606,0.0818057432770729,0.0528557002544403,-275.607421875,2966.660888671875,3242.268310546875,-18.87013481287252,68.8367634335026,87.70689824637512,0.06501282655497909,0.7396745009789818,0.6746616744240027
