Total Score,Localization (40),Pose (20),Rejection (15),Calibration (10),Efficiency (5),Docs (10),Rejection F1,Calibration AUC,PRESENT recall,Set B <= 5px
48.41851324114482,2.742857142857143,19.38095238095238,5.741626794258373,5.553076923076922,5.0,10.0,0.3827751196172249,0.5553076923076923,0.07857142857142857,0.04285714285714286
