Total Score,Localization (40),Pose (20),Rejection (15),Calibration (10),Efficiency (5),Docs (10),Rejection F1,Calibration AUC,PRESENT recall,Set B <= 5px
50.36290071584189,4.142857142857142,20.0,5.294117647058824,5.925925925925926,5.0,10.0,0.35294117647058826,0.5925925925925926,0.2857142857142857,0.07142857142857142
