Total Score,Localization (40),Pose (20),Rejection (15),Calibration (10),Efficiency (5),Docs (10),Rejection F1,Calibration AUC,PRESENT recall,Set B <= 5px
49.52239281371463,3.571428571428571,19.53125,5.7,5.719714242286061,5.0,10.0,0.38,0.5719714242286061,0.12857142857142856,0.05714285714285714
