Total Score,Localization (40),Pose (20),Rejection (15),Calibration (10),Efficiency (5),Docs (10),Rejection F1,Calibration AUC,PRESENT recall,Set B <= 5px
50.003487077234716,4.914285714285715,19.551923076923075,5.319148936170213,5.218129349855713,5.0,10.0,0.3546099290780142,0.5218129349855712,0.45714285714285713,0.07142857142857142
