Total Score,Localization (40),Pose (20),Rejection (15),Calibration (10),Efficiency (5),Docs (10),Rejection F1,Calibration AUC,PRESENT recall,Set B <= 5px
48.877577680465514,3.0,19.401041666666668,5.797101449275362,5.679434564523484,5.0,10.0,0.3864734299516908,0.5679434564523483,0.09285714285714286,0.04285714285714286
