pair_id,gap_1_2,relative_gap_1_2,gap_1_3,gap_1_5,relative_gap_1_5,gap_1_10,relative_gap_1_10,gap_1_20,relative_gap_1_20,gap_1_30,gap_1_50,gap_1_100,gap_1_200
pair_068,0.003663734238893844,0.09833801486861536,0.010498694668667194,0.018924239673089458,0.507944092285301,0.031025684054631915,0.8327580498291045,0.03443560742492845,0.9242835462827722,0.03528239764449517,0.036129489057417474,0.0368699411354923,0.03718792752836249
pair_069,0.21616061459859343,0.3460243000110775,0.5127479317444913,0.5595890593619648,0.8957756384952521,0.58371700920372,0.9343990342058881,0.5973740870990739,0.9562609299435186,0.6152684466762448,0.6205766209199917,0.6238528321658161,0.6246330373205609
pair_070,0.017474740726929866,0.0842283480523672,0.08524941088738959,0.1614585376886965,0.7782310548111376,0.18277886475042468,0.8809951505083128,0.19095828211117535,0.9204199879403885,0.1963491390546826,0.2022742520484044,0.20692332945037806,0.20735521096266313
pair_071,0.0638903893569226,0.10784406206412689,0.19985512963387736,0.3403867554001817,0.5745573120569275,0.5161971104869598,0.8713171696244622,0.5731709141753919,0.9674863506679474,0.5851282517000403,0.5902073490792906,0.5920461151989497,0.5923795389184827
pair_072,0.04609663299156011,0.21884877826675073,0.08498755950031375,0.11911253665406428,0.5654997215906916,0.15628728337606446,0.7419908745123204,0.17744671764793238,0.8424475898663843,0.18867240290819728,0.1973635692041102,0.2069673874901463,0.2105229846949601
pair_073,0.22748595161748425,0.41623323811784874,0.23911573036393013,0.41713656839954827,0.763238799441393,0.5040378649345513,0.9222429392408706,0.5247674042975574,0.9601719771986251,0.5365593035006154,0.5421595675898886,0.5461102593418311,0.5464469406557126
pair_074,0.10828645974941087,0.12092881397435228,0.11473151018175176,0.15842460535641767,0.17692054643249738,0.319408564605705,0.3566992491988669,0.8525809788210542,0.9521190998811222,0.8749075116300938,0.8844144127429096,0.8947469999749914,0.8953847559476781
pair_075,0.0007930016612779089,0.01845010044620618,0.005756701370251596,0.01933847756949799,0.44993203804765164,0.030030915389387992,0.6987039655539276,0.0385843905098922,0.8977104529843776,0.04039053542195974,0.041588083731048275,0.0425025652995571,0.04291376115992577
pair_076,0.03946606298450291,0.4304353937008119,0.04170434284989107,0.056985213615141285,0.6215074674965618,0.0654033947422833,0.7133200992538502,0.077778487985014,0.8482886704566749,0.08277988298370836,0.08791255710597128,0.09132025654094773,0.0916033754490785
pair_077,0.03295623136461001,0.03757176483978211,0.04473937960734886,0.09086028044828354,0.10358529931748943,0.49708946693202305,0.566707046970133,0.8182134481584866,0.9328045710945534,0.8553508879271307,0.8674161147765937,0.8757802567148588,0.8770960498350803
pair_078,0.06541606326176153,0.09151154774691304,0.370536235610883,0.5331500141660195,0.7458318422860601,0.6266955250573419,0.8766941115758816,0.6862046668686623,0.9599423750865315,0.6975598252227815,0.7079424661923724,0.7145549417523868,0.7147910196257996
pair_079,0.14977431900276278,0.25682667953944516,0.18541366115534302,0.30452960986124344,0.5221945193465585,0.46075486933034404,0.790082999272795,0.5657948441447446,0.9702011138475093,0.5742334284036197,0.5795573666109373,0.5827120358349043,0.5831042788807492
pair_080,0.04354385328169741,0.14814428217970863,0.2373503416526876,0.24830803557516548,0.8447900890112151,0.27742969595193767,0.9438673903352013,0.2845957502375906,0.9682476389397753,0.28755276815318925,0.29072467119596734,0.2934521112595879,0.29385195451382373
pair_081,0.041231258489536016,0.10989418790992926,0.08821769580594319,0.26873164681365086,0.7162538126208047,0.30647184917410875,0.8168432450537604,0.3627082527828303,0.9667308335474245,0.3678978795534044,0.3718764673763495,0.3745059112606583,0.37512646838431457
pair_082,0.0013810541085658296,0.10226649284765946,0.003167817966555391,0.009170266954607887,0.6790545237205914,0.010609190979746563,0.7856062602618795,0.011550591548063531,0.8553165879669585,0.011958855803581197,0.01232347530462419,0.012800600721049197,0.013442850957975946
pair_083,0.011201161030439525,0.41787549537206065,0.013964216877816371,0.01708895790004398,0.6375282641207558,0.018931208710048622,0.7062560922216311,0.021761128577606724,0.8118303414718158,0.023652886297537964,0.025264416402936304,0.026534073421605735,0.02673824989551498
pair_084,0.0615312322374858,0.06950014468115151,0.7079470425581729,0.7199388099084915,0.8131781150928025,0.780339384891732,0.8814011710517333,0.8318008086781872,0.9395273659709661,0.8430420503081738,0.8689551037073865,0.8820206504277185,0.8852394208489555
pair_085,0.07256476555305558,0.5452694960264098,0.07291302723156692,0.08024419221865839,0.6029745967844828,0.09696463915475943,0.7286161475384525,0.11350023022644702,0.8528686458610111,0.12555964390765117,0.1302168823065087,0.13239775817848862,0.13301653961409265
pair_086,0.011638120377928149,0.281692179455817,0.025769748641271045,0.029509747412614078,0.7142618218329307,0.03356201985502947,0.8123441082318235,0.03656608564477924,0.885055320357464,0.03839311835566248,0.03963081776954688,0.04076491779421328,0.04119799205798123
pair_087,0.2631385302859798,0.7856611193799717,0.26769073440563823,0.2978598469550964,0.8893296641991493,0.31391292392615516,0.9372598491434364,0.32603811000449523,0.9734624047199455,0.32998660090513965,0.3323396294768431,0.3344788521214203,0.33484991531486713
pair_088,0.040913118370435986,0.043781737989276454,0.08170644435932417,0.531544413787503,0.5688136026053788,0.8939340634229567,0.9566121699673331,0.9123317370471027,0.9762997948247585,0.9220048621029293,0.9281435882556315,0.9333811317473495,0.9344075825172848
pair_089,0.2687607195688346,0.2962772950883774,0.28656506726493847,0.7432839367878363,0.8193837054292402,0.8923623007578236,0.9837251854791776,0.9018354085712033,0.9941681801382608,0.9037286390510348,0.9053599315669647,0.9067502755374047,0.9070858870853743
pair_090,0.20600788243294166,0.23549416428489373,0.5089099197790325,0.5493003610493554,0.6279227179999571,0.7403948285335145,0.8463688832057834,0.829524502940254,0.948255849566074,0.8486701974299904,0.8638170904022183,0.872651449625793,0.8746948806945765
pair_091,0.043245837469554016,0.1628521555706139,0.11990683627325521,0.19661761239054684,0.7404088780449788,0.22848657596993222,0.8604187961869991,0.24737803910643677,0.9315589491746361,0.2546331646174519,0.2612948287637487,0.26499799612294667,0.26550398334498293
pair_092,0.3619545327050132,0.3979773071293407,0.419529002069665,0.6666692397070217,0.7330181135783597,0.8064215432984343,0.8866789754351729,0.8803177169742843,0.9679295125866021,0.896199705923615,0.9029892081322727,0.9075377550481325,0.9094202581245995
pair_093,0.009623517676238369,0.01056797781000663,0.013149686634180147,0.06459644312414337,0.07093599248296259,0.7299594150714755,0.8015982471490706,0.8728324123452673,0.9584929207637555,0.8940701610443521,0.9056720444941363,0.9095334133674076,0.9105680360712629
pair_094,0.061750918022254825,0.328198532805933,0.06275477568328588,0.12552784097047642,0.6671650325580456,0.14871310617375968,0.7903918649055685,0.1736720910973529,0.9230457993668586,0.17816961968042277,0.18235682222976632,0.18765725575464667,0.18807645926892044
pair_095,0.04986640808978493,0.07829816501584756,0.057493002009028404,0.422165018576758,0.6628659964625079,0.5824061756026602,0.9144700127885721,0.6248609016589143,0.9811306621874634,0.6329543976682811,0.635318844967617,0.6363997730465487,0.6368101359574289
pair_096,0.173634781055524,0.19693084538136382,0.21555674213973386,0.4606029704673033,0.5224007068623401,0.7861142935026681,0.8915849200532562,0.8515771235062626,0.9658307040793376,0.8662495709080709,0.8747918414818728,0.8809976431590187,0.8816258035997224
pair_097,0.04237296695938242,0.2546655748947159,0.06834511930311096,0.10083574796391238,0.606032467582079,0.13512173641957506,0.8120945299640847,0.15729983074544346,0.9453869932220985,0.1614948957344512,0.163709301839543,0.16588326334532955,0.16633418839817368
pair_098,0.04525273355223014,0.05436503745126442,0.2729905471747085,0.5260106466687218,0.6319306318347166,0.7726602467032044,0.9282467588535941,0.8144639986702072,0.9784683115177308,0.8207309780096743,0.8256344186677788,0.8314581962897933,0.8323099175374765
pair_099,0.141314420560821,0.20944785995360132,0.18137206310936493,0.36656655167538904,0.5433032203952406,0.4454394948911211,0.6602040228697267,0.5525812385656189,0.819003166193267,0.651226953859321,0.6663188775507084,0.6737139790782884,0.6746262378409119
pair_100,0.02756471701019836,0.030786592196746138,0.0477373288508145,0.27400101776297714,0.3060273607104762,0.7223728757204034,0.8068067279837023,0.8341373650334061,0.9316347011235667,0.8678710759684451,0.8861926935952509,0.8943947786926629,0.8952844218943251
pair_101,0.07431648036036265,0.07871496583828388,0.14312495412901172,0.24460048964034775,0.2590773821998253,0.7077635494923681,0.74965315028009,0.9137906222484156,0.9678741143935037,0.926200093346665,0.9385918503495257,0.9420900070576338,0.9440535681497264
pair_102,0.13141270003668826,0.15251012717754986,0.15117257611026957,0.46754034158136887,0.5426008059746326,0.7942411122454919,0.9217511930306673,0.8383611401408799,0.9729543953354988,0.8460606890900314,0.8541992581434286,0.861015394353619,0.8616041703080191
pair_103,0.18067192918140962,0.22510229660068012,0.7041527632065613,0.7256222769605927,0.904065406001383,0.7890316144209816,0.9830682015819251,0.7983920035335914,0.9947304730585794,0.799668770489741,0.8008648558698661,0.8022921199704927,0.8025682378249186
pair_104,0.1604663850776402,0.4977516329078359,0.265337836222771,0.27386110098089783,0.8494913756374892,0.29667806081223674,0.92026743885189,0.30614526472441383,0.9496338148943091,0.3098525068138199,0.31566152026065364,0.3201052990590393,0.3223168466098123
pair_105,0.27371299144802863,0.29925912245130465,0.529245695353699,0.7810179043980267,0.853911725024164,0.8385906334592991,0.9168578215351676,0.8966662500628997,0.9803537409968929,0.9084097544059053,0.9119220272326448,0.9141650493324314,0.914574463386541
pair_106,0.0005061679227483795,0.0005734415160765912,0.0031736380574943768,0.1245841707926777,0.1411423611962317,0.526522937762357,0.5965018684711059,0.8173029602264963,0.9259287828066313,0.8505669445972632,0.8649084576145588,0.8781036038066574,0.8825970504613686
pair_107,0.04365499188982139,0.33432872006098857,0.04593678202535301,0.05865160005754173,0.44917920100081277,0.08785386570805825,0.6728227220546912,0.11172321302100488,0.8556244588175678,0.11649809420932913,0.1241002351684325,0.12879417038992197,0.13049234616486888
pair_108,0.344093820647174,0.9344293378961535,0.344657614381779,0.3501484281872305,0.9508713736881222,0.3549565501164935,0.9639284236009483,0.3590965222360603,0.9751710300485719,0.36143303803765,0.364136555275418,0.36624916183366596,0.36810217742283974
pair_109,0.2691290838309699,0.6404673429108194,0.33854141193670473,0.34983758622443495,0.8325356223492446,0.366954824630131,0.8732708414627339,0.40404601801203105,0.9615396295570633,0.4142179902405909,0.41690004297965444,0.4198901464719207,0.4201307186685171
pair_110,0.0012814039862768904,0.04803386547864284,0.00481060326806354,0.009972909007400516,0.3738378956382533,0.01868993645520312,0.7005986426669508,0.02227984241183358,0.8351674918733442,0.023801466328748053,0.02529358990358482,0.026330010063947844,0.02654846028485042
pair_111,0.477413246761995,0.5867655917832617,0.5268755429300175,0.5455026451452223,0.670450986789526,0.6691349980556048,0.8224015478831578,0.7980828709993435,0.9808851582358165,0.8055120450800065,0.8088506050403728,0.8129259140729617,0.8135736685997481
pair_112,0.15866491586768927,0.7126254029170436,0.18910069623647846,0.19826636547382542,0.8904908045235668,0.20928532407585745,0.9399812023885076,0.2159139467904219,0.9697529065293944,0.21918226238556537,0.22095903875239314,0.22216735519992198,0.22255837083379498
pair_113,0.05435772510663216,0.3662007518487769,0.06520204625277325,0.08134025455831578,0.5479784578253416,0.10251254301444226,0.6906133443255259,0.13341614748752745,0.8988068103081605,0.14204010252163382,0.14493610495200873,0.14808910741408227,0.14839673138735726
pair_114,0.03119915447200361,0.0357465189679335,0.12654993924257452,0.3559507342459277,0.407831554691321,0.6928848495720731,0.7938747647808049,0.8006708112665312,0.9173708334850175,0.8326796737923944,0.8563990678853116,0.8693191018173732,0.8727227495156759
pair_115,0.016416219151719202,0.018645313079281224,0.03642817422035116,0.06641103730999176,0.0754287312517356,0.5013108457564374,0.5693818767148434,0.8268086940946223,0.9390777995584584,0.8537528002886189,0.8716305659980619,0.8790910323206516,0.8803823300967503
