pair_id,candidate_a,candidate_b,rank_a,rank_b,score_a,score_b,delta_score,delta_corr,delta_psr,delta_context128,delta_context_combined,delta_neigh,delta_gradient,delta_phase,delta_center,delta_family,label
pair_006,GT,Rank_18,37,18,0.005273884682665874,0.011437616094016428,-0.006163731411350554,-0.029249608516693115,0,-0.3408828628486024,-0.007309180485982003,0.10238113238301588,-0.05239561200141912,0.03749999999999999,-73.12944147034331,0.0,1
pair_006,GT,Rank_19,37,19,0.005273884682665874,0.011136750367502555,-0.005862865684836681,-0.021974802017211914,0,-0.7857218586227983,0.004730307013468438,0.00795535184442997,-0.037499397993087824,0.03749999999999999,-26.2221569176686,0.0,1
pair_006,GT,Rank_20,37,20,0.005273884682665874,0.010594354454732266,-0.005320469772066392,-0.027987658977508545,0,-0.7871215009429545,0.0025952059603734923,0.0048428755253552835,-0.033990114927291926,-0.0749999999999999,-87.69416752874362,0.0,1
pair_007,GT,Rank_2,1,2,0.9126342140254174,0.8179003638448333,0.09473385018058411,-0.004847347736358643,0,-0.015047911238547651,-0.009615629003787651,0.03956422209739685,-0.006014764308929443,0.0,47.62990966828939,0.0,1
pair_007,GT,Rank_3,1,3,0.9126342140254174,0.8074008402132589,0.10523337381215858,0.0019124150276184082,0,0.0014991839607533253,-0.004500019205271544,0.00022520124912261963,-0.006455063819885254,0.0,36.499713395421296,0.0,1
pair_007,GT,Rank_4,1,4,0.9126342140254174,0.7969583455382001,0.11567586848721734,0.01565486192703247,0,0.02500132312323622,0.006656565511556689,0.03877044469118118,0.052783966064453125,0.0,20.381625120891613,0.0,1
pair_007,GT,Rank_5,1,5,0.9126342140254174,0.7467053844579212,0.16592882956749622,0.015725135803222656,0,0.027778644883031944,0.011955600882113782,0.020660430192947388,0.05002075433731079,0.0,16.667171543721764,0.0,1
pair_007,GT,Rank_6,1,6,0.9126342140254174,0.477498508500607,0.43513570552481046,0.026485443115234375,0,0.03318348825391426,0.018393180206433324,0.02249060571193695,0.08895301818847656,0.0,42.34143416603154,0.0,1
pair_007,GT,Rank_7,1,7,0.9126342140254174,0.30436314173579815,0.6082710722896193,0.0670623779296875,0,0.06004680085915648,0.032147912037865156,0.06395209580659866,0.13183563947677612,-0.008852549156242097,30.210003320243885,0.0,1
pair_007,GT,Rank_8,1,8,0.9126342140254174,0.19691894537857219,0.7157152686468453,0.02025020122528076,0,0.029189954593808354,0.02029039888042039,0.005742967128753662,0.08644634485244751,0.0,-100.40933091232418,0.0,1
pair_007,GT,Rank_9,1,9,0.9126342140254174,0.1380262786319563,0.7746079353934612,0.13642960786819458,0,0.14088652640542754,0.06218303335627706,0.05848649889230728,0.1171068549156189,-0.043585412256314196,-1.1500221521475709,0.0,1
pair_007,GT,Rank_10,1,10,0.9126342140254174,0.11190530856546303,0.8007289054599545,-0.0027663111686706543,0,-0.014149560032222674,-0.015321757775561995,0.005747027695178986,0.0020273923873901367,-0.03749999999999999,25.991944837204528,0.0,1
pair_007,GT,Rank_11,1,11,0.9126342140254174,0.0967770697879636,0.8158571442374538,-0.00038760900497436523,0,-0.015124219392891991,-0.015921632179070833,0.05821080505847931,0.0019124150276184082,-0.0602081728298995,12.499846555411253,0.0,1
pair_007,GT,Rank_12,1,12,0.9126342140254174,0.09449108358934138,0.818143130436076,0.06907689571380615,0,0.022955640614024553,0.009410914384993863,0.04548134654760361,0.07003909349441528,0.0,-80.57635679082233,0.0,1
pair_007,GT,Rank_13,1,13,0.9126342140254174,0.08913274048619488,0.8235014735392225,0.14718276262283325,0,0.1495591657371288,0.1123449183364289,0.09362828731536865,0.12388080358505249,-0.0796164609606622,-36.540168411792166,0.0,1
pair_007,GT,Rank_14,1,14,0.9126342140254174,0.07973911039664332,0.8328951036287742,-0.004677534103393555,0,-0.014766702663405407,-0.009388510031080655,-0.0004768669605255127,0.00477445125579834,-0.043585412256314196,10.746904759775433,0.0,1
pair_007,GT,Rank_15,1,15,0.9126342140254174,0.07965720874859768,0.8329770052768197,-0.0065582990646362305,0,-0.013514099309725691,-0.014397180522618624,0.055007204413414,-0.0014680027961730957,-0.0796164609606622,24.34477781768757,0.0,1
pair_007,GT,Rank_16,1,16,0.9126342140254174,0.07500312620504004,0.8376310878203774,0.07439994812011719,0,0.06125849218613444,0.04963296590130262,0.06178317964076996,0.12193071842193604,0.0,-17.678542503059376,0.0,1
pair_007,GT,Rank_17,1,17,0.9126342140254174,0.06883833028133694,0.8437958837440805,0.04036480188369751,0,0.051067833619118375,0.048550781836868895,0.0633777529001236,0.09890526533126831,-0.0796164609606622,53.274084185893535,0.0,1
