pair_id,set_type,gt_rank,gt_score,winner_score,gt_minus_winner,gt_minus_top2,gt_minus_top5,gt_minus_top10,gt_minus_top20,winner_minus_gt
pair_107,SetB,18,0.020798951727710964,0.1305740576314766,-0.10977510590376563,-0.06612011401394424,-0.05112350584622389,-0.021921240195707375,0.0019481071172392575,0.10977510590376563
pair_109,SetB,1,0.42020634829011294,0.42020634829011294,0.0,0.2691290838309699,0.34983758622443495,0.366954824630131,0.40404601801203105,0.0
pair_111,SetB,1,0.8136343825913175,0.8136343825913175,0.0,0.477413246761995,0.5455026451452223,0.6691349980556048,0.7980828709993435,0.0
pair_113,SetB,150,0.00014791434909847313,0.14843595659335854,-0.14828804224426007,-0.09393031713762791,-0.06694778768594428,-0.04577549922981781,-0.014871894756732609,0.14828804224426007
pair_114,SetB,4,0.6901857942690596,0.8727876063532755,-0.1826018120842159,-0.15140265761221228,0.17334892216171183,0.5102830374878572,0.6180689991823153,0.1826018120842159
pair_115,SetB,7,0.7966598917439986,0.8804464927246459,-0.08378660098064727,-0.06737038182892807,-0.017375563670655514,0.4175242447757901,0.743022093113975,0.08378660098064727
pair_116,SetB,10,0.055327539507354875,0.8127735674402763,-0.7574460279329214,-0.397542657741,-0.0694899866070587,0.0,0.03225389857267032,0.7574460279329214
pair_117,SetB,1,0.46520707857420296,0.46520707857420296,0.0,0.09376668949422506,0.38646387208270583,0.4321861807217496,0.4502999723774041,0.0
pair_122,SetB,3,0.8385049843672245,0.9354729436767538,-0.09696795930952928,-0.08358340003278908,0.0808434506460256,0.6522419409005662,0.7603543780026356,0.09696795930952928
pair_123,SetB,18,0.03430799075050366,0.6453771361127871,-0.6110691453622835,-0.46317919239970545,-0.35987959408870085,-0.1825811368800378,0.008134572781844682,0.6110691453622835
pair_125,SetB,2,0.18104072549630557,0.22675668666303014,-0.04571596116672458,0.0,0.07101719926679084,0.11772477404877804,0.16255179106219886,0.04571596116672458
pair_126,SetB,2,0.752112967988453,0.7918514283011283,-0.03973846031267536,0.0,0.641687329066423,0.6795903985505194,0.7218080771762623,0.03973846031267536
pair_128,SetB,14,0.031120414678478654,0.7989528330034527,-0.767832418324974,-0.5723034211821875,-0.1265427515908078,-0.01405728894317422,0.01132645111862859,0.767832418324974
pair_129,SetB,1,0.8165532914240496,0.8165532914240496,0.0,0.25067247330469167,0.7525225826996143,0.7829149858986478,0.8009364669515495,0.0
pair_130,SetB,8,0.19167020470207707,0.811482317837336,-0.619812113135259,-0.5959927515798177,-0.4531659374045047,0.05593904050940665,0.13764553792977513,0.619812113135259
pair_131,SetB,1,0.6937177946969063,0.6937177946969063,0.0,0.0007939704861825714,0.155215911904659,0.42030040704470867,0.6508729698124484,0.0
pair_132,SetB,94,0.0012736440331335014,0.047268424397776204,-0.045994780364642704,-0.027074156253408775,-0.021317879075942577,-0.01090321101299791,-0.007394319123451278,0.045994780364642704
pair_133,SetB,1,0.9349201190929795,0.9349201190929795,0.0,0.10520242118386214,0.8551322951015976,0.9188551681642066,0.9291908694388255,0.0
pair_135,SetB,3,0.8158556979112865,0.8852441613051509,-0.0693884633938644,-0.003522773686293168,0.01571713064696101,0.38096807336036964,0.7668517857945301,0.0693884633938644
pair_136,SetB,68,0.0025482048563410507,0.8739981091547598,-0.8714499042984188,-0.6688445795777993,-0.13669161149551962,-0.06224370495642932,-0.018895609553990486,0.8714499042984188
pair_137,SetB,21,0.011571243440299177,0.16705623175105297,-0.1554849883107538,-0.10790611815726175,-0.06629849740022976,-0.029883992478036987,-0.00145035192433993,0.1554849883107538
pair_139,SetB,1,0.7586307664258533,0.7586307664258533,0.0,0.06446159789815775,0.3885954122997923,0.6602811321585811,0.7475194154444313,0.0
