peak_x,peak_y,cx,cy,corr_score,fft_gradient_score,peak_margin,psr,context_32,context_64,context_128,context_score,phase_dx,phase_dy,phase_residual,phase_penalty,template_residual,center_prior,score_combined,pace_score,family_id,family_population,family_score_variance,nearest_edge_dist,nearest_cut_dist,row_spacing,col_spacing,local_density,rank_score,pair_id,set,gt_found,total_candidates
198,565,248.0,615.0,0.8596770763397217,0.6302816271781921,0.020444095134735107,3.064420700073242,0.6569079568025977,0.7422666714445646,0.7452014317795005,0.7263688326501456,0.0,0.0,0.15044716000556946,0.0,1353.94091796875,277.0,0.7930229544949337,0.0,0,50,0.0008864083956982272,0.0,7.211102550927978,2.0,2.0,136.25390625,0.5846031216601062,A_36,A_NOMINAL,1,50
421,348,471.0,398.0,0.7395369410514832,0.4856967031955719,8.404254913330078e-06,1.5695942640304565,0.6858565995636712,0.667637585634719,0.6621411046920946,0.6690827960434598,3.0,0.0,0.03913465514779091,0.0875,1846.53662109375,106.04244433244644,0.6168098685474714,0.0,0,50,1.3837388513948668e-06,1.0,12.529964086141668,3.0,243.0,135.340087890625,0.4967435824165295,A_37,A_NOMINAL,1,50
395,553,445.0,603.0,0.7883881330490112,0.5653250217437744,7.939338684082031e-05,1.7319350242614746,0.6978813249834588,0.6908561186729987,0.6892412056768638,0.6916151947366368,0.0,0.0,0.038732126355171204,0.05,1387.7247314453125,116.76472069936193,0.6900016638928239,0.0,2,2,6.383537973775333e-07,1.0,5.385164807134504,16.0,0.0,127.80517578125,0.5545962347253635,A_38,A_NOMINAL,1,50
404,654,454.0,704.0,0.8153229355812073,0.5731135010719299,0.0002701878547668457,2.03184175491333,0.7100701374284731,0.6929717347191937,0.7549630160223005,0.7211879277822923,-4.0,1.0,0.052323613315820694,0.12961646096066226,1419.116455078125,209.1219739769114,0.6386389707210876,0.0,0,50,1.3483274349317754e-05,1.0,11.40175425099138,3.0,2.0,127.078125,0.5525349357715521,A_39,A_NOMINAL,1,50
419,399,469.0,449.0,0.8153510093688965,0.566275954246521,0.00024700164794921875,1.9831379652023315,0.7975251214522965,0.7780763131514814,0.7613409902912944,0.7752719456675696,0.0,0.0,0.0481988787651062,0.05,1440.612060546875,59.682493245507096,0.745311477518233,0.0,0,50,2.3753082075246828e-05,1.0,13.601470508735444,3.0,2.0,139.96826171875,0.5686912207162373,A_4,A_NOMINAL,1,50
354,292,404.0,342.0,0.8376852869987488,0.5638608336448669,0.00023943185806274414,2.323301315307617,0.6794749352241628,0.792753018581918,0.7874762702692871,0.7679867025853148,-1.0,-1.0,0.07288850843906403,0.05,1382.2674560546875,184.87833837418594,0.7528359947920318,0.0,0,46,4.376417784413042e-06,1.0,3.1622776601683795,2.0,3.0,140.81201171875,0.5804251026660974,A_5,A_NOMINAL,1,50
424,350,474.0,400.0,0.7773388028144836,0.5672152042388916,0.7773388028144836,1.5745824575424194,0.7022708899677977,0.6909726299596219,0.6690965859896552,0.6844818643732704,0.0,0.0,0.03620925173163414,0.05,1485.1597900390625,103.32473082471591,0.680910333593877,0.0,0,50,9.598942986599468e-07,0.0,13.038404810405298,2.0,50.0,128.62646484375,0.5138391660726097,A_6,A_NOMINAL,1,50
352,538,402.0,588.0,0.84320068359375,0.5688981413841248,2.7179718017578125e-05,2.332270383834839,0.6812258284609407,0.8113836759476795,0.7787951440549336,0.7723166936932333,-1.0,-1.0,0.06915238499641418,0.05,1266.472412109375,131.71180660821565,0.7577586886434916,0.0,0,50,5.264147696807698e-06,1.0,10.44030650891055,2.0,13.0,143.656494140625,0.5839754894450087,A_7,A_NOMINAL,1,50
245,325,295.0,375.0,0.7848183512687683,0.5483384728431702,3.081560134887695e-05,1.5308072566986084,0.7109822396741999,0.6901986408345752,0.680615915764038,0.6905222705742853,-2.0,-1.0,0.033322375267744064,0.05885254915624212,1535.466552734375,240.10414407085938,0.6788177617652846,0.0,1,6,3.518975554407512e-07,1.4142135623730951,9.848857801796104,2.0,384.0,130.47509765625,0.5064630904347707,A_8,A_NOMINAL,1,50
361,199,410.5,248.5,0.8290899991989136,0.5112295150756836,0.010196983814239502,3.3120508193969727,0.7073535124648943,0.7560835134964076,0.7709613018439911,0.7522886286291384,0.0,0.0,0.0887911319732666,0.05,1691.2708740234375,266.95036991920426,0.7406893139140259,0.0,0,50,0.0010269257743386803,0.7071067811865476,6.519202405202649,3.0,205.0,152.96533203125,0.5669752013263586,A_9,A_NOMINAL,1,50
423,323,473.0,373.0,0.6760339140892029,0.41042882204055786,0.00017452239990234375,1.6499924659729004,0.6244949586293395,0.6122856867814461,0.6063670321132161,0.6123600792837328,-2.0,0.0,0.045000553131103516,0.05,2296.77294921875,129.83836104942176,0.5941969966864677,0.0,0,45,4.7352738503845005e-06,0.0,4.47213595499958,3.0,13.0,127.766845703125,0.4509083290531405,B_0,B_DEGRADED,1,50
645,304,695.5,354.5,0.696749746799469,0.3567104935646057,0.0003039240837097168,2.3375706672668457,0.7010804348499575,0.6444400396290639,0.6517729976382796,0.658701301876929,-1.0,0.0,0.07116737961769104,0.05,2785.4296875,243.70166187369344,0.627725524338199,0.0,0,50,2.4003562357046347e-05,0.7071067811865476,9.924716620639604,159.0,153.0,149.718994140625,0.4702421266102389,B_1,B_DEGRADED,1,50
527,313,577.0,363.0,0.6997473239898682,0.32650330662727356,0.00013047456741333008,2.049875020980835,0.581325315448937,0.5575335426725764,0.6648311543304753,0.6052109418910081,3.0,-1.0,0.05049435421824455,0.09358541225631423,2475.287109375,157.15597347857954,0.5588937206841239,0.0,0,50,2.2082220180089963e-05,0.0,1.4142135623730951,159.0,12.0,126.905029296875,0.4794978248183167,B_10,B_DEGRADED,1,50
417,683,467.0,733.0,0.6426377296447754,0.35034438967704773,0.00010561943054199219,1.5332838296890259,0.5513308075413683,0.5521463883271855,0.5466027881405727,0.549765832095377,1.0,0.0,0.036668796092271805,0.05,2578.65478515625,235.32530675641326,0.5462017808700761,0.0,3,1,0.0,0.0,3.1622776601683795,0.0,0.0,131.52099609375,0.43400073605453726,B_11,B_DEGRADED,1,50
450,173,500.0,223.0,0.7199277281761169,0.327813059091568,0.0027158260345458984,3.1178150177001953,0.5669682314341038,0.5723559958855342,0.6805397468355247,0.6145519433752443,0.0,0.0,0.06007939204573631,0.05,2488.486328125,277.0,0.6172398357756805,0.0,0,50,0.0030724227264155683,0.0,6.324555320336759,2.0,77.0,134.259765625,0.5134798506743146,B_12,B_DEGRADED,1,50
