pair_id,set_type,gt_found,v25_found,v25_ml,v25_score,v25_dist,v46_triggered,v46_consensus,v46_score,v46_dist,final_found
pair_050,SetA,1,1,0.7361129989883268,0.7633875,301.00564886739915,False,3,0.84462553,301.00564886739915,1
pair_051,SetA,1,1,0.3013055455172417,0.6069601,598.9713320964931,True,3,0.8415185,0.4696863523036584,1
pair_052,SetA,1,1,0.0002475865520858,0.37002215,348.6618618613662,False,2,0.70541495,348.6618618613662,1
pair_053,SetA,1,1,0.2507444420548413,0.71592903,283.82946115595354,True,4,0.85094434,2.9242457685504495,1
pair_054,SetA,1,0,0.0002394440075854,0.42722082,650.6761010118166,True,4,0.8364639,227.20271944929496,1
pair_055,SetA,1,1,0.9447642845414208,0.66801715,0.5406694048784456,False,3,0.85281384,0.5406694048784456,1
pair_056,SetA,1,1,0.0074180880105154,0.668089,413.34201977019336,True,3,0.80611306,376.7010980897276,1
pair_057,SetA,1,1,0.8072000263500588,0.79367596,0.22616982885176448,False,4,0.893676,0.22616982885176448,1
pair_058,SetA,1,1,0.0002915681362341,0.43750718,99.33121733637971,True,4,0.79133064,556.1863257384795,1
pair_059,SetA,1,1,0.933083897367628,0.8187,0.0522836254505272,False,4,0.91870004,0.0522836254505272,1
pair_060,SetA,1,0,0.0002633402022507,0.022589698,762.9108316789062,True,3,0.7239839,574.0296059454555,1
pair_061,SetA,1,1,8.338353772342648e-05,0.7707611,554.6641221734685,False,3,0.8456596,554.6641221734685,1
pair_062,SetA,1,1,0.0004253415412649,0.7147958,374.0335859898216,True,4,0.85567313,222.29149544011875,1
pair_063,SetA,1,1,0.0963477402557321,0.7710361,138.62182436603368,False,4,0.8710361,138.62182436603368,1
pair_064,SetA,1,0,0.0002929134990001,0.007282093,718.5615181445232,True,4,0.8536675,281.830722013057,1
pair_065,SetA,1,1,0.8580499457919911,0.7572076,0.6776819009883541,True,4,0.9459327,0.17947771023021353,1
pair_066,SetA,1,0,7.19296233981865e-05,-0.020630479,762.4816267092364,True,4,0.809244,499.89751596110614,1
pair_067,SetA,1,1,0.0002180410043366,0.7415131,450.7816658839664,True,3,0.8599091,0.18933611752193316,1
pair_068,SetA,1,0,6.312936007217435e-05,0.12564021,664.9557477406737,True,3,0.75055426,449.6265143604813,1
