pair_id,gt_x,gt_y,raw_plane_available,raw_rank,top1,top5,top10,top20,top50,distance_to_top1,distance_to_top5,distance_to_top20,distance_to_top50,failure_mode
pair_000,571.9958979375593,398.53034370617024,1,112,0,0,0,0,0,242.502715565361,5.469657832035542,5.469657832035542,5.469657832035542,B
pair_001,373.394215556507,522.6150317343146,1,0,1,1,1,1,1,0.15627747241540102,0.15627747241540102,0.15627747241540102,0.15627747241540102,SUCCESS
pair_002,506.9538393948501,470.58932107692567,1,-1,0,0,0,0,0,432.4000525996893,366.68763667317603,166.26485174295144,83.81197768642261,A
pair_003,607.6968809170181,645.8140267959674,1,185,0,0,0,0,0,425.8677507626226,29.858840266171768,7.3054865938438525,7.3054865938438525,B
pair_004,560.304385883243,505.4287915025294,1,-1,0,0,0,0,0,271.71883928983556,214.5677940640955,60.79238590628019,12.31763739973422,A
pair_005,492.8803672127779,373.9741749168665,1,56,0,0,0,0,0,451.27731503790227,26.38560718079196,13.390695230899496,13.390695230899496,B
pair_006,575.80239958051,444.3205630964013,1,-1,0,0,0,0,0,490.0951746284099,189.95217487895633,189.95217487895633,139.02896167642717,A
pair_007,593.4639558322576,511.994170997082,1,31,0,0,0,0,0,157.0744460553237,119.9531129616542,25.542834545447658,8.593743422111672,B
pair_008,422.47519132408166,450.34835894814296,1,9,0,0,1,1,1,389.7953201004409,269.09410988559335,4.027664321459253,0.15365701744186908,C
pair_009,563.0039110938745,430.0475336900847,1,0,1,1,1,1,1,0.04769432197196644,0.04769432197196644,0.04769432197196644,0.04769432197196644,SUCCESS
pair_010,417.9476615652271,379.3784667651839,1,6,0,0,1,1,1,488.88167974497026,200.88068338779695,0.4638655022163954,0.4638655022163954,C
pair_011,419.3732733102879,570.9308170645421,1,0,1,1,1,1,1,0.3796304028023408,0.3796304028023408,0.3796304028023408,0.3796304028023408,SUCCESS
pair_012,415.3336028778185,532.7045826839757,1,16,0,0,0,1,1,250.77022028524544,46.902421606098635,0.2637083177546133,0.2637083177546133,C
pair_013,502.2262516372216,399.6174248178575,1,0,1,1,1,1,1,0.2978703643747182,0.2978703643747182,0.2978703643747182,0.2978703643747182,SUCCESS
pair_014,553.5988731132766,605.6026301285106,1,-1,0,0,0,0,0,49.42088607295396,49.42088607295396,16.405939959940415,16.405939959940415,A
pair_015,569.1270705065555,421.203732513507,1,8,0,0,0,1,1,236.07627098987814,8.129623727798457,0.24011216274098207,0.24011216274098207,C
pair_016,477.5328038616003,586.1320035095774,1,2,0,1,1,1,1,9.632059369721919,4.632119666640049,4.632119666640049,4.632119666640049,C
pair_017,536.4555630659518,415.1719385817246,1,356,0,0,0,0,0,396.92505724367516,313.96215657098924,213.8802877080949,162.6224770194389,B
pair_018,633.8302029584735,529.3771388419595,1,-1,0,0,0,0,0,498.98039587914747,229.97387928793285,158.50664462142734,16.485940851743734,A
pair_019,462.50661641112623,460.2952345169986,1,17,0,0,0,0,1,155.6644236380768,18.520030922614488,14.523725902315391,0.5749702477497144,C
pair_020,359.5974759091987,466.8878186295023,1,-1,0,0,0,0,0,259.0582228353053,259.0582228353053,50.43786567551904,19.422825824606893,A
pair_021,465.1522506975749,532.2503646150753,1,0,1,1,1,1,1,0.29302340417425976,0.29302340417425976,0.29302340417425976,0.29302340417425976,SUCCESS
pair_022,445.9727890984229,353.832497318668,1,11,0,0,0,1,1,517.0586550734471,230.90512360002398,0.5779999987101482,0.5779999987101482,C
pair_023,357.48726056680914,561.5979415955231,1,3,0,1,1,1,1,172.13285475673703,0.6515770767601963,0.6515770767601963,0.6515770767601963,C
pair_024,366.6139153673995,627.9868842791703,1,1626,0,0,0,0,0,288.54413958933964,142.68510100977323,142.68510100977323,15.417702192675108,B
pair_025,379.1116367088906,515.4013269230493,1,0,1,1,1,1,1,0.4007024107691836,0.4007024107691836,0.4007024107691836,0.4007024107691836,SUCCESS
pair_026,514.0043003399667,617.9084304340807,1,12,0,0,0,1,1,442.5921801296562,33.06192461585083,0.09167048776171266,0.09167048776171266,C
pair_027,603.9420312048406,417.7763906775965,1,11,0,0,0,1,1,230.3202869558332,205.24044851434564,3.453110282304781,3.453110282304781,C
pair_028,477.91187520368914,439.8842365822546,1,2,0,1,1,1,1,597.525038733982,0.14548934192212729,0.14548934192212729,0.14548934192212729,C
pair_029,505.0122385387808,618.7091177721555,1,109,0,0,0,0,0,271.71349140325077,207.38288401538247,207.38288401538247,11.219725151406507,B
pair_030,436.1278420959197,611.0108527600154,1,810,0,0,0,0,0,244.2932828681796,211.25893836377608,165.22752159628934,165.22752159628934,B
pair_031,515.2050624964362,524.1079983471228,1,691,0,0,0,0,0,384.8929300737006,296.4233033238889,285.4630461497301,284.40486628614445,B
pair_032,471.0536823948475,488.1316627573783,1,11,0,0,0,1,1,35.25499277447938,35.25499277447938,0.14218607947693748,0.14218607947693748,C
pair_033,506.487300176383,415.4853036556477,1,0,1,1,1,1,1,0.019423389437072804,0.019423389437072804,0.019423389437072804,0.019423389437072804,SUCCESS
pair_034,600.6392691360397,427.2759208637932,1,1339,0,0,0,0,0,608.0169875703943,71.81395049363826,71.81395049363826,22.010592109052432,B
pair_035,381.3987859700967,390.8476615420415,1,0,1,1,1,1,1,0.4268925575822685,0.4268925575822685,0.4268925575822685,0.4268925575822685,SUCCESS
pair_036,369.9263348959626,591.9291431014253,1,-1,0,0,0,0,0,219.7346383808809,192.7739066649334,6.587657907142707,6.587657907142707,A
pair_037,637.3473505721319,414.3333441028385,1,0,1,1,1,1,1,0.48142570647768745,0.48142570647768745,0.48142570647768745,0.48142570647768745,SUCCESS
pair_038,363.5338391870325,490.2092338110844,1,-1,0,0,0,0,0,257.7357647079729,231.93824688039203,11.493396145368132,11.493396145368132,A
pair_039,414.3196668371812,445.5629858295304,1,3,0,1,1,1,1,162.01685528498157,0.5414501565099585,0.5414501565099585,0.5414501565099585,C
pair_040,630.593738588206,591.0880887782025,1,-1,0,0,0,0,0,175.703706563423,165.3320622370186,58.69024902188076,58.69024902188076,A
pair_041,377.178171218729,679.0484563009845,1,0,1,1,1,1,1,0.18464288854023617,0.18464288854023617,0.18464288854023617,0.18464288854023617,SUCCESS
pair_042,668.4494920156358,568.0786817680777,1,122,0,0,0,0,0,287.96698685611665,21.44706137955736,21.44706137955736,5.42155350690722,B
pair_043,564.7977986922531,533.8204042709664,1,346,0,0,0,0,0,362.30169193514035,348.30184842415383,160.29923928683198,99.62357811582591,B
pair_044,488.5538592082335,610.1011136314564,1,77,0,0,0,0,0,123.97863610842589,123.97863610842589,70.14761812938373,37.133638538840415,B
pair_045,375.918386738488,572.8570018542118,1,-1,0,0,0,1,1,441.1904237707311,15.477987713198264,3.4369780647803365,3.4369780647803365,A
pair_046,443.0353460101062,368.1839792604088,1,-1,0,0,0,0,0,409.42293077053495,173.84711203525282,173.84711203525282,26.63363436696123,A
pair_047,500.265199440106,488.8036102103926,1,0,1,1,1,1,1,0.32999953408237004,0.32999953408237004,0.32999953408237004,0.32999953408237004,SUCCESS
pair_048,372.2592562218046,453.5909777894977,1,-1,0,0,0,0,0,79.67883602000234,37.63126094182647,12.612748433254316,8.413017789429999,A
pair_049,435.9720122977421,504.35336785436,1,0,1,1,1,1,1,0.35447447294926504,0.35447447294926504,0.35447447294926504,0.35447447294926504,SUCCESS
pair_050,523.0402884416775,624.2321491754209,1,117,0,0,0,0,0,100.79154469282648,11.741152370665509,11.741152370665509,11.741152370665509,B
pair_051,583.0687185699024,574.3139849533147,1,1,0,1,1,1,1,140.68890169953636,0.4696863523036584,0.4696863523036584,0.4696863523036584,C
pair_052,580.7489974922584,537.8446461986192,1,33,0,0,0,0,1,313.6304367344371,54.25122494376135,20.251598390550853,3.2547122928065284,C
pair_053,481.9060221764303,519.3259577042813,1,0,1,1,1,1,1,2.9242457685504495,0.33923480998159916,0.33923480998159916,0.33923480998159916,SUCCESS
pair_054,524.3944849087668,385.2139829045786,1,4,0,1,1,1,1,227.20271944929496,0.3048593337118826,0.3048593337118826,0.3048593337118826,C
pair_055,404.9636330057472,391.4923593167131,1,0,1,1,1,1,1,0.46369596079683373,0.46369596079683373,0.46369596079683373,0.46369596079683373,SUCCESS
pair_056,503.63453564902574,449.4331566071532,1,1941,0,0,0,0,0,32.04552677205374,32.04552677205374,32.04552677205374,10.439555593090033,B
pair_057,551.3003772449036,447.9003532222361,1,0,1,1,1,1,1,0.31647427948354695,0.31647427948354695,0.31647427948354695,0.31647427948354695,SUCCESS
pair_058,409.69162392649287,578.3278051888444,1,613,0,0,0,0,0,547.7021801756379,200.82012431919438,17.80920855704852,17.80920855704852,B
pair_059,614.5899867242111,423.4540121109193,1,0,1,1,1,1,1,0.1010568972230651,0.1010568972230651,0.1010568972230651,0.1010568972230651,SUCCESS
pair_060,560.1155584056785,517.980210360295,1,-1,0,0,0,0,0,553.9722728733757,240.044433154715,20.629147720615148,19.694375848844942,A
pair_061,594.2687468898076,437.7733349522034,1,190,0,0,0,0,0,554.65213228039,189.62666755643266,189.62666755643266,131.09409668715145,B
pair_062,317.90019451980305,581.77040896556,1,32,0,0,0,0,1,290.78693148766865,290.78693148766865,21.913741122396853,4.106229050911329,C
pair_063,612.8646965251174,489.01816294065696,1,6,0,0,1,1,1,277.6921583497906,138.51643749444221,0.6042933949573488,0.6042933949573488,C
pair_064,556.2970362597354,454.8233314230886,1,17,0,0,0,1,1,394.7736879346235,80.93747848150385,4.832468991783728,0.3456042905773635,C
pair_065,373.6748610981225,603.5404455786567,1,0,1,1,1,1,1,0.17947771023021353,0.17947771023021353,0.17947771023021353,0.17947771023021353,SUCCESS
pair_066,509.7991559709936,566.9947545087396,1,63,0,0,0,0,0,348.7115166726365,343.60956575237617,148.20425327704865,7.200845939558488,B
pair_067,528.9313262968036,440.8235571257104,1,25,0,0,0,0,1,450.8209309680638,165.16393045685797,138.2685950833219,0.18933611752193316,C
pair_068,378.9976793534375,546.376157512448,1,-1,0,0,0,0,0,449.6265143604813,49.85803840011757,37.91630190321882,24.33300221883147,A
pair_069,472.57143863891145,554.5628638967514,1,2,0,1,1,1,1,305.58115737761017,0.6121705750699105,0.6121705750699105,0.6121705750699105,C
pair_070,533.9976049824504,486.68020968908655,1,-1,0,0,0,0,0,497.4235037348875,305.84295393598467,223.29688823602632,133.45133560164737,A
pair_071,556.8229823160575,576.0862587087526,1,13,0,0,0,1,1,463.21271566212795,438.1963727040808,0.1969157821608585,0.1969157821608585,C
pair_072,418.7440317498672,627.2884436776022,1,57,0,0,0,0,0,542.3139140281414,264.2980719836502,227.29963929168952,9.29196995782191,B
pair_073,507.3263442179462,410.4344664899672,1,145,0,0,0,0,0,371.7321300593513,238.89188771939493,229.74716802149098,23.57516026934227,B
pair_074,551.0026516259751,562.9354725990652,1,2,0,1,1,1,1,180.134007204117,0.06458185961796825,0.06458185961796825,0.06458185961796825,C
pair_075,421.1876306684851,523.554354323216,1,667,0,0,0,0,0,261.9560624436702,254.36804094384857,246.17569200381436,210.6865132647896,B
pair_076,371.649968341773,387.4210639684029,1,-1,0,0,0,0,0,72.86386228649474,43.86093438442043,43.86093438442043,26.408494270471472,A
pair_077,569.2138246861344,478.7272095418808,1,6,0,0,1,1,1,261.6286546004643,261.6286546004643,2.7994977252419226,2.7994977252419226,C
pair_078,587.4386831359992,533.0853517555572,1,72,0,0,0,0,0,445.5338604294639,353.8214285644157,32.62802549745031,16.464108984601847,B
pair_079,437.5161967751044,512.2563095857726,1,49,0,0,0,0,1,559.7121012708566,384.24183204769116,13.266356053735084,0.5475035745803775,C
pair_080,401.0613179749196,456.57166489279024,1,118,0,0,0,0,0,420.04397113008395,291.8112612266947,171.147425716406,103.11832399886457,B
pair_081,643.564896611024,625.3431765134626,1,0,1,1,1,1,1,0.1697208768895147,0.1697208768895147,0.1697208768895147,0.1697208768895147,SUCCESS
pair_082,371.5852076185285,481.0603167121579,1,471,0,0,0,0,0,350.93884780366216,283.1895241679837,65.68484743282706,28.72585458267655,B
pair_083,450.98769089577416,638.523116826904,1,481,0,0,0,0,0,677.6637323186518,533.3442813197782,504.14030859382194,460.13742854172807,B
pair_084,457.6567004118978,550.1494366937269,1,133,0,0,0,0,0,263.04701917930566,10.384859890844002,10.384859890844002,10.384859890844002,B
pair_085,493.2118378807493,528.2201001132426,1,397,0,0,0,0,0,619.9096844918681,450.2589897603315,437.2357979477927,168.632626879436,B
pair_086,457.2317665936316,402.1450954048615,1,1245,0,0,0,0,0,381.8703889473191,215.244458380467,66.82924114827752,55.31602560289942,B
pair_087,561.7446930867666,483.7465478031667,1,37,0,0,0,0,1,363.6409127144745,161.27105150796444,161.27105150796444,0.35974940726065907,C
pair_088,583.2712298593958,635.7661564221528,1,3,0,1,1,1,1,279.2471765045045,0.35811793522282404,0.35811793522282404,0.35811793522282404,C
pair_089,614.8318201722535,401.1196743368377,1,0,1,1,1,1,1,0.2064131811643376,0.2064131811643376,0.2064131811643376,0.2064131811643376,SUCCESS
pair_090,348.0227842198753,417.5201754337889,1,6,0,0,1,1,1,654.1159034098399,156.0204601215613,0.520674180839408,0.520674180839408,C
pair_091,379.7392538864404,530.2769969644571,1,763,0,0,0,0,0,557.7930210472088,336.28357160862674,213.9016049145549,213.8000492556157,B
pair_092,394.9167445159693,370.2205651297191,1,9,0,0,1,1,1,371.71827416552054,58.427806570666135,0.23575506796076695,0.23575506796076695,C
pair_093,567.0186268370562,513.5688143928033,1,1,0,1,1,1,1,381.9002579842136,0.4862669458840429,0.4862669458840429,0.4862669458840429,C
pair_094,449.5703586355875,474.1917687819448,1,715,0,0,0,0,0,295.82637293497845,272.4936830538758,187.36719117696032,187.36719117696032,B
pair_095,631.1139006707233,614.2538407644836,1,0,1,1,1,1,1,0.278223824473799,0.278223824473799,0.278223824473799,0.278223824473799,SUCCESS
pair_096,505.2391638206021,450.6249223056501,1,125,0,0,0,0,0,252.6456877767607,10.627613717772492,10.627613717772492,5.380395854710208,B
pair_097,537.0184363712208,462.41633390964097,1,34,0,0,0,0,1,471.89494448460226,416.52364818999513,234.6443681622308,0.48877760099964623,C
pair_098,461.6327010787445,639.9432626594256,1,32,0,0,0,0,1,172.91548408090196,14.600740177684884,9.623629270213902,4.558669188182543,C
pair_099,416.78169962655215,408.8498950698431,1,0,1,1,1,1,1,0.26492742988386947,0.26492742988386947,0.26492742988386947,0.26492742988386947,SUCCESS
pair_100,496.712138592475,472.12093617651897,1,4,0,1,1,1,1,247.0896503723685,0.4343871138619791,0.4343871138619791,0.4343871138619791,C
pair_101,617.5774100773461,658.7671096154937,1,5,0,0,1,1,1,197.58531233182535,186.5857782028506,0.4825144287211247,0.4825144287211247,C
pair_102,558.7407932360767,654.2146527026613,1,137,0,0,0,0,0,511.5014388128798,466.40202392766605,247.42219663019992,22.25031227587978,B
pair_103,461.1148644304402,582.1891739864284,1,0,1,1,1,1,1,0.22131568973202154,0.22131568973202154,0.22131568973202154,0.22131568973202154,SUCCESS
pair_104,460.7330676441381,384.13561333368057,1,1733,0,0,0,0,0,147.40819558053093,147.40819558053093,146.94063427179756,146.46648350962946,B
pair_105,390.3853169977744,437.6805911482167,1,5,0,0,1,1,1,362.3256107691928,362.0301995809028,0.21392838477795845,0.21392838477795845,C
pair_106,352.88208754607297,448.0910614383217,1,87,0,0,0,0,0,229.4529638302403,215.41900732088712,55.995810460818184,41.96241990792509,B
pair_107,551.9226562884385,330.6893994609432,1,67,0,0,0,0,0,241.15155542432723,225.68941271377997,210.68941365731362,76.77481503889315,B
pair_108,419.0241100659799,415.0396710952816,1,-1,0,0,0,0,0,365.3455160248118,131.20451664421577,124.56122601650105,124.56122601650105,A
pair_109,595.0376202297144,558.3261749532121,1,44,0,0,0,0,1,309.3901641546857,309.3901641546857,286.37058941088355,0.49397388479569126,C
pair_110,422.7339868744404,608.8382082352778,1,-1,0,0,0,0,0,469.3466171447979,430.6481687492221,394.2079851609658,274.09917188789274,A
pair_111,641.9649092431109,514.1642988479941,1,2,0,1,1,1,1,197.56325311785056,0.5734421224396048,0.5734421224396048,0.5734421224396048,C
pair_112,448.691706059214,483.9684783690704,1,-1,0,0,0,0,0,461.81523248401766,461.81523248401766,339.91371184577673,259.51724690536486,A
pair_113,324.3040343836874,661.3189144655241,1,224,0,0,0,0,0,469.84860692023625,453.3842367120505,453.3842367120505,174.63098805946345,B
pair_114,641.16389151336,405.91585793670015,1,34,0,0,0,0,1,488.265946796706,116.59179802423391,32.58587551249925,4.596447255359997,C
pair_115,401.2870861782606,559.8881899220037,1,25,0,0,0,0,1,665.8862560038126,511.9442048615188,244.88249278791557,0.3080908425932617,C
pair_116,404.1949591067989,597.3564869766575,1,-1,0,0,0,0,0,419.1286765679983,260.6077984681059,7.813177734383635,7.813177734383635,A
pair_117,463.4485670873985,378.2863714063405,1,1,0,1,1,1,1,407.0972727779413,0.6213588652860915,0.6213588652860915,0.6213588652860915,C
pair_118,665.9286433650714,383.7105126474083,1,-1,0,0,0,0,0,340.32692673663075,181.2603728006655,181.2603728006655,106.4288515587022,A
pair_119,567.9409966845091,458.0488132422573,1,1284,0,0,0,0,0,530.4363861797385,522.5696961271678,285.2984061905558,240.26852137198603,B
pair_120,406.69402532252985,536.5093041663631,1,1127,0,0,0,0,0,413.8303171829076,379.37275206821283,353.8072096408329,128.79327344522892,B
pair_121,627.6125774937187,393.331013610427,1,-1,0,0,0,0,0,431.66672002027104,33.64866029181595,13.650758423529272,13.616601486155997,A
pair_122,455.3315298427642,564.6009564753156,1,0,1,1,1,1,1,0.19640367559491972,0.19640367559491972,0.19640367559491972,0.19640367559491972,SUCCESS
pair_123,556.7602334876108,478.9354070031733,1,131,0,0,0,0,0,329.3303292193513,40.47281713730718,13.455757720536225,13.455757720536225,B
pair_124,654.7514722101861,534.3109309569012,1,996,0,0,0,0,0,414.8993100498197,282.62078217238815,256.2076049948443,206.11338629580484,B
pair_125,605.7903195195479,541.5417448911985,1,79,0,0,0,0,0,703.0547040117027,548.9906418711943,322.31470784257766,75.18939131648605,B
pair_126,539.2307783768355,480.9993138082922,1,0,1,1,1,1,1,0.2307793969874171,0.2307793969874171,0.2307793969874171,0.2307793969874171,SUCCESS
pair_127,453.00874129807096,539.592610087729,1,-1,0,0,0,0,0,266.16610114184107,266.16610114184107,160.56762410282036,135.4898105818295,A
pair_128,378.857135586239,390.7316493533143,1,53,0,0,0,0,0,281.98787011695003,278.1203126846341,220.43262252433334,12.644986437621643,B
pair_129,382.2169275397297,544.7151733450952,1,0,1,1,1,1,1,0.3580276258020229,0.3580276258020229,0.3580276258020229,0.3580276258020229,SUCCESS
pair_130,417.9396141911637,553.708565252627,1,52,0,0,0,0,0,230.28342949711794,146.1647289538686,133.1265242479644,64.37031125081103,B
pair_131,619.3016287670171,408.4185246858992,1,0,1,1,1,1,1,0.2144513298699704,0.2144513298699704,0.2144513298699704,0.2144513298699704,SUCCESS
pair_132,422.6955142116325,609.361213275522,1,123,0,0,0,0,0,306.96881954231634,249.89367927793504,152.78556582111693,69.56375116777015,B
pair_133,592.2283332461886,394.1747816526558,1,3,0,1,1,1,1,148.65543422722618,0.4237567681768715,0.4237567681768715,0.4237567681768715,C
pair_134,435.90866511952,554.1240882561762,1,853,0,0,0,0,0,435.0543142445333,393.3709856257301,393.3709856257301,213.9591403054291,B
pair_135,593.8296018092655,434.1213027584054,1,51,0,0,0,0,0,467.8895978758403,218.11867872813545,211.536379136962,31.38042826241105,B
pair_136,386.5466175047172,624.6785633258728,1,177,0,0,0,0,0,257.00430690577053,257.00430690577053,234.44292934697242,234.44292934697242,B
pair_137,415.67518684851154,448.6296086679527,1,331,0,0,0,0,0,534.4096549383379,409.60261367830446,203.87377841696812,203.56686866187363,B
pair_138,523.1453003858609,492.7075582359928,1,989,0,0,0,0,0,471.3964325556709,356.692504815222,356.692504815222,281.9816002196173,B
pair_139,468.5463345123536,617.0091115777661,1,37,0,0,0,0,0,646.9669965486787,640.3331159018244,19.96015934283858,9.966677040948923,B
