pair_id,set_type,gt_found,pred_found,loc_err,scale_err,theta_err,score,failure_mode
pair_000,SetA,1,0,-1.0,8.906189684526892,0.9442014439113252,0.5501442265132861,PRESENCE_FALSE_NEGATIVE
pair_001,SetA,1,1,0.10970668733858964,0.061220457344363766,0.08919014541747183,0.9529765588258592,SUBPIXEL_SUCCESS
pair_002,SetA,1,0,-1.0,11.693066826665689,1.96306686038372,0.2408499616995389,PRESENCE_FALSE_NEGATIVE
pair_003,SetA,1,0,-1.0,8.839181877687723,1.9612051475025936,0.454183254097476,PRESENCE_FALSE_NEGATIVE
pair_004,SetA,1,0,-1.0,11.883563444564494,3.166196187846392,0.4672491293347355,PRESENCE_FALSE_NEGATIVE
pair_005,SetA,1,1,3.6202116250038117,0.07470248526582246,0.00393464411193678,0.8210155850208818,IN_BOUNDS_SUCCESS
pair_006,SetA,1,0,-1.0,11.548438869676003,1.233058771464365,0.2533703280616997,PRESENCE_FALSE_NEGATIVE
pair_007,SetA,1,1,0.9662952277254764,0.027641544183095945,0.021708103013299507,0.9200490841080536,SUBPIXEL_SUCCESS
pair_008,SetA,1,1,0.15365701744186908,0.08480039901534475,0.023108580077121577,0.9075094109012948,SUBPIXEL_SUCCESS
pair_009,SetA,1,1,0.14580267736498306,0.05930754628743529,0.007254470747597885,0.8760877342892149,SUBPIXEL_SUCCESS
pair_010,SetA,1,1,3.9175990345061105,0.06919413625178983,0.13936389521807513,0.9014111798869991,IN_BOUNDS_SUCCESS
pair_011,SetA,1,1,0.20743744477959217,0.03031500142083665,0.03934074730958792,0.9286047967465934,SUBPIXEL_SUCCESS
pair_012,SetA,1,1,0.10777078900323857,0.03516009698428135,0.04005444205362485,0.8502577737675852,SUBPIXEL_SUCCESS
pair_013,SetA,1,1,0.29426633570103955,0.11164656207016144,0.028929556695903358,0.942738458767876,SUBPIXEL_SUCCESS
pair_014,SetA,1,0,-1.0,10.912291628466969,1.558736066139066,0.50217643323026,PRESENCE_FALSE_NEGATIVE
pair_015,SetA,1,1,0.4168750581832808,0.036515229888554046,0.014970964816344967,0.9239374214456584,SUBPIXEL_SUCCESS
pair_016,SetA,1,1,4.632119666640049,0.017538174930873396,0.03325134761942328,0.914282111968578,IN_BOUNDS_SUCCESS
pair_017,SetA,1,0,-1.0,8.97877119378156,4.067509923316584,0.4343083494239768,PRESENCE_FALSE_NEGATIVE
pair_018,SetA,1,0,-1.0,9.186375492262773,0.2863939901769177,0.4355886067082841,PRESENCE_FALSE_NEGATIVE
pair_019,SetA,1,1,0.31963879644186244,0.029124420913012372,0.013031107598837188,0.9341325621484808,SUBPIXEL_SUCCESS
pair_020,SetA,1,0,-1.0,9.27796825375544,2.0226480356539795,0.5465135187973229,PRESENCE_FALSE_NEGATIVE
pair_021,SetA,1,1,0.10663836834380212,0.05838793038938661,0.20095861954035743,0.9524246734635956,SUBPIXEL_SUCCESS
pair_022,SetA,1,1,3.330817238337581,0.014283850352390104,0.014638199582232225,0.9094227055548758,IN_BOUNDS_SUCCESS
pair_023,SetA,1,1,0.24387599148889938,0.03147331738255765,0.059377485861118906,0.9482334145220516,SUBPIXEL_SUCCESS
pair_024,SetA,1,0,-1.0,9.3812787187611,3.869408942649408,0.2578462202688084,PRESENCE_FALSE_NEGATIVE
pair_025,SetA,1,1,0.6905945565202054,0.010458393694147361,0.03148329377026826,0.8630544051569897,SUBPIXEL_SUCCESS
pair_026,SetA,1,1,0.05385304432715639,0.12436963059209916,0.03588173983124854,0.8875194088943891,SUBPIXEL_SUCCESS
pair_027,SetA,1,0,-1.0,10.122298773883395,4.66048258530244,0.6138342882819712,PRESENCE_FALSE_NEGATIVE
pair_028,SetA,1,1,0.1474322445217545,0.01136646319418233,0.06789753976567237,0.9121954373453984,SUBPIXEL_SUCCESS
pair_029,SetA,1,0,-1.0,11.11090566392888,2.3827737948296948,0.387184489855146,PRESENCE_FALSE_NEGATIVE
pair_030,SetA,1,0,-1.0,10.172257531768713,4.324207155868935,0.3867939350630502,PRESENCE_FALSE_NEGATIVE
pair_031,SetA,1,0,-1.0,11.700371578194344,0.020471544724149,0.4059018519631345,PRESENCE_FALSE_NEGATIVE
pair_032,SetA,1,1,0.08202203088356201,0.07007289157984253,0.019952589708113422,0.9040883377360116,SUBPIXEL_SUCCESS
pair_033,SetA,1,1,0.043478513370077285,0.007002127356845023,0.026119277170028043,0.9445833301071216,SUBPIXEL_SUCCESS
pair_034,SetA,1,0,-1.0,8.854218054076412,4.316875712055294,0.2573948755849132,PRESENCE_FALSE_NEGATIVE
pair_035,SetA,1,1,0.6743855699041549,0.05268662567579163,0.01555153013410493,0.9297107851929042,SUBPIXEL_SUCCESS
pair_036,SetA,1,0,-1.0,11.018218160766835,3.480580895971622,0.3211740500330772,PRESENCE_FALSE_NEGATIVE
pair_037,SetA,1,1,0.3444872463045183,0.08284778512676638,0.0004765105290536198,0.9106946242587836,SUBPIXEL_SUCCESS
pair_038,SetA,1,0,-1.0,9.3118251640608,3.653932826138152,0.5115171457788663,PRESENCE_FALSE_NEGATIVE
pair_039,SetA,1,1,0.5109681895533318,0.009380554331208657,0.01033256018001083,0.8930122139353088,SUBPIXEL_SUCCESS
pair_040,SetA,1,0,-1.0,11.350862475242376,3.903935329654246,0.2387117510069024,PRESENCE_FALSE_NEGATIVE
pair_041,SetA,1,1,0.09847298744595785,0.047455404952817304,0.009118060285028706,0.92021831643593,SUBPIXEL_SUCCESS
pair_042,SetA,1,0,-1.0,9.000358492156733,2.991798624278717,0.5505250336207416,PRESENCE_FALSE_NEGATIVE
pair_043,SetA,1,0,-1.0,9.182870746798272,0.2819874965089788,0.4431664212746205,PRESENCE_FALSE_NEGATIVE
pair_044,SetA,1,0,-1.0,11.6117267036346,2.024734924987392,0.5965340898037611,PRESENCE_FALSE_NEGATIVE
pair_045,SetA,1,0,-1.0,10.270378923458068,4.883125662127704,0.556432889674782,PRESENCE_FALSE_NEGATIVE
pair_046,SetA,1,0,-1.0,11.237285430720764,1.4093359125804108,0.336672988314222,PRESENCE_FALSE_NEGATIVE
pair_047,SetA,1,1,0.24111322141802735,0.05129008682243352,0.010765489762098568,0.9373953389516916,SUBPIXEL_SUCCESS
pair_048,SetA,1,0,-1.0,11.445229253128096,2.59256056644938,0.5843807176302765,PRESENCE_FALSE_NEGATIVE
pair_049,SetA,1,1,0.08750522602462404,0.05431239871526827,0.02638975994823678,0.928365247741621,SUBPIXEL_SUCCESS
pair_050,SetA,1,0,-1.0,8.089668815387185,1.9794628658522848,0.6044919454829731,PRESENCE_FALSE_NEGATIVE
pair_051,SetA,1,1,0.15105022232423,0.014283106035421156,0.09639200851745322,0.9002616412470342,SUBPIXEL_SUCCESS
pair_052,SetA,1,1,3.2481561987049865,0.005906230985120331,0.02406091504171129,0.9083537325390348,IN_BOUNDS_SUCCESS
pair_053,SetA,1,1,0.2770797707593913,0.0008568294715622926,0.04218862579125027,0.9056753505399968,SUBPIXEL_SUCCESS
pair_054,SetA,1,1,0.16448209969363134,0.09138881677044708,0.004011487591905727,0.8860939138389038,SUBPIXEL_SUCCESS
pair_055,SetA,1,1,0.1824852861663119,0.06713826234501674,0.08020618528710222,0.9443718941903376,SUBPIXEL_SUCCESS
pair_056,SetA,1,0,-1.0,9.09806019061035,2.247483619682887,0.2798064724623701,PRESENCE_FALSE_NEGATIVE
pair_057,SetA,1,1,3.700964470289533,0.0764157743043441,0.01515356491157327,0.9347134543151864,IN_BOUNDS_SUCCESS
pair_058,SetA,1,0,-1.0,8.065466782548414,0.6158249936142601,0.3497583416891264,PRESENCE_FALSE_NEGATIVE
pair_059,SetA,1,1,0.05885413659477415,0.05994887479885058,0.010202873325362072,0.9403716079764788,SUBPIXEL_SUCCESS
pair_060,SetA,1,0,-1.0,11.161132102027924,2.3057867458450043,0.3731896513114721,PRESENCE_FALSE_NEGATIVE
pair_061,SetA,1,0,-1.0,11.069189775995708,1.9696099430669236,0.3724919945535427,PRESENCE_FALSE_NEGATIVE
pair_062,SetA,1,1,4.222679906985418,0.01923646593015782,0.010002681157222693,0.9207521739886984,IN_BOUNDS_SUCCESS
pair_063,SetA,1,1,0.12287324591241254,0.06381944567463194,0.05022152344545017,0.9145824033493788,SUBPIXEL_SUCCESS
pair_064,SetA,1,1,4.959692864833457,0.08331496966146013,0.08975280184350698,0.9223822396065716,IN_BOUNDS_SUCCESS
pair_065,SetA,1,1,0.17564038981910005,0.05030699555817364,0.006163024427267683,0.9231312125201236,SUBPIXEL_SUCCESS
pair_066,SetA,1,1,0.1850783475791646,0.03160503251295843,0.031643544306361515,0.9223107348359234,SUBPIXEL_SUCCESS
