pair_id,candidate_rank,gt_x,gt_y,pred_x,pred_y,loc_error,status,score_original,score_normalized,score_highpass,score_gradient,score_blur,score_sharp,score_mean,score_std,rank_original,rank_normalized,rank_highpass,rank_gradient,rank_blur,rank_sharp,rank_std,x_shift,y_shift,coordinate_std,winner_frequency,representation_agreement
pair_010,1,417.9476615652271,379.3784667651839,400.5,579.5,200.88068338779695,WRONG,0.1408403515815735,0.14083968102931976,0.02307671681046486,-0.0027284622192382812,0.22261430323123932,0.1137399822473526,0.10639709544678529,0.07613984917962711,30,30,113,114,29,31,39.36756984569349,36.666666666666664,34.833333333333336,2.088327347690278,0.0,0
pair_011,1,419.3732733102879,570.9308170645421,419.0,571.0,0.3796304028023408,SAFE,0.09023043513298035,0.09023042768239975,0.035196926444768906,0.06502015143632889,0.10188741981983185,0.08444438874721527,0.0778349582105875,0.02202923065144515,52,52,107,95,44,55,24.171263930543642,2.8333333333333335,1.5,2.5276251480171834,0.0,0
pair_012,1,415.3336028778185,532.7045826839757,418.5,579.5,46.902421606098635,WRONG,0.0257203858345747,0.025719035416841507,0.017570700496435165,0.034979768097400665,0.04379241541028023,0.022270498797297478,0.028342134008804958,0.00865459536358307,38,38,43,117,73,29,30.42842238580385,3.3333333333333335,1.6666666666666667,1.3944333775567925,0.0,0
pair_013,1,502.2262516372216,399.6174248178575,502.5,399.5,0.2978703643747182,SAFE,0.052643246948719025,0.05264315754175186,0.012062806636095047,0.06560157984495163,0.05936750769615173,0.04862309247255325,0.04849023185670376,0.01718809009124572,147,147,171,164,142,149,10.43498389499902,29.5,30.5,2.23606797749979,0.0,0
pair_014,1,553.5988731132766,605.6026301285106,603.0,607.0,49.42088607295396,WRONG,-0.03811042010784149,-0.03810933604836464,0.013987047597765923,0.02516244351863861,-0.07786078006029129,-0.028240550309419632,-0.023861932568252087,0.03458561954820543,92,92,160,57,92,93,30.706495874470743,24.166666666666668,25.666666666666668,2.650995620097811,0.0,0
pair_015,1,569.1270705065555,421.203732513507,561.0,421.0,8.129623727798457,WRONG,-0.06358201801776886,-0.06358151137828827,0.11696265637874603,0.12193571776151657,-0.07726892083883286,-0.056691836565732956,-0.0037043187767267227,0.08730786758433635,117,117,42,81,117,116,28.376437800087277,29.333333333333332,32.166666666666664,2.242270674512285,0.0,0
pair_016,1,477.5328038616003,586.1320035095774,477.5,576.5,9.632059369721919,WRONG,-0.04609834402799606,-0.04609778895974159,0.03359092026948929,0.045166462659835815,-0.08545222133398056,-0.03361339122056961,-0.022084060435493786,0.046411440025065115,150,150,127,69,149,154,30.018975480333914,17.0,16.333333333333332,2.3570226039551585,0.0,0
pair_017,1,536.4555630659518,415.1719385817246,536.0,458.0,42.83048426710385,WRONG,0.09335440397262573,0.09335479140281677,0.19244614243507385,0.12322292476892471,0.09337740391492844,0.0918307676911354,0.11459773903091748,0.03652840779526213,131,131,181,148,125,134,18.935563248965043,5.333333333333333,4.0,1.4907119849998596,0.0,0
pair_018,1,633.8302029584735,529.3771388419595,457.5,535.5,176.43647554895526,WRONG,0.019828345626592636,0.019827287644147873,0.04481005296111107,0.004143248312175274,0.019092638045549393,0.02012908086180687,0.021305108908563852,0.011955854275975954,63,63,28,156,57,72,39.51968567126459,5.5,5.833333333333333,0.7453559924999299,0.0,0
pair_019,1,462.50661641112623,460.2952345169986,444.0,461.0,18.520030922614488,WRONG,0.0020717913284897804,0.0020716264843940735,0.24757647514343262,0.13873189687728882,-0.013807803392410278,0.009384610690176487,0.06433809952189525,0.0966019446517606,144,144,45,75,145,145,40.76627146169844,4.0,4.0,1.4142135623730951,0.0,0
