pair_id,set_type,gt_found,anchor_err,anchor_ok,a_big,a_grad,a_rout,a_fall,a_lminl,a_lmrms,a_g,gt_rank,g_big,g_grad,g_rout,g_fall,g_lminl,g_lmrms,g_g,g_minus_a
pair_088,SetB,1,278.7754086203702,0,0.0653739869594574,0.08916793018579483,0.050084438174963,0.2733375169336796,3,8.027729719194863,0.038950955600451254,2.0,0.11741434037685394,0.056876230984926224,0.07918685674667358,0.4181680977344513,2.0,7.990619500389191,-0.19431883468823846,-0.23326979028868972
pair_089,SetB,1,0.2064131811643376,1,0.2945209741592407,0.25109848380088806,0.24515609443187714,0.5064256936311722,2,8.482334584299302,0.6588508720560264,,,,,,,,,
pair_090,SetB,1,0.520674180839408,1,0.03277038037776947,0.08429332822561264,-0.018734440207481384,0.4681454747915268,2,6.506407098647712,-0.5856260810796958,,,,,,,,,
pair_091,SetB,1,132.36507499030088,0,-0.01534849964082241,0.19554060697555542,-0.09843079745769501,0.7843156307935715,1,10.23474474522936,-1.578433686170042,,,,,,,,,
pair_092,SetB,1,0.23575506796076695,1,0.1071694865822792,0.1060301885008812,0.04388236999511719,0.5058257579803467,4,8.262731223556003,-0.07197428357240254,,,,,,,,,
pair_093,SetB,1,156.6781691362187,0,0.19780920445919037,0.14844901859760284,0.18709996342658997,0.4418427050113678,2,8.631338250816034,0.20003901665597407,2.0,0.2702937126159668,0.12823167443275452,0.22649279236793518,0.4676215350627899,1.0,7.286350876186865,0.3395729748862426,0.13953395823026854
pair_094,SetB,1,137.38547806523434,0,0.11859086155891418,0.026346342638134956,0.09567462652921677,0.2727378085255623,0,8.972179222463181,-0.3378106401872013,,,,,,,,,
pair_095,SetB,1,0.278223824473799,1,0.1999325007200241,0.08281149715185165,0.12042505294084549,0.6077185794711113,3,7.76530746332687,0.007334229478888843,,,,,,,,,
pair_096,SetB,1,31.625826632224026,0,0.2773953676223755,0.1175830066204071,0.2613767385482788,0.29826587438583374,1,6.831300510639732,0.7082079213705009,,,,,,,,,
pair_097,SetB,1,185.30230995044542,0,0.1676095724105835,0.11762092262506485,0.12447407096624374,0.5826449766755104,1,8.200609733428363,-0.3820116804435464,9.0,0.21235992014408112,0.14265286922454834,0.16873231530189514,0.5192000567913055,5.0,7.440674456232873,0.6639073154803773,1.0459189959239237
pair_098,SetB,1,249.94741939303088,0,0.20219853520393372,0.04364980384707451,0.191945418715477,0.18635644018650055,1,9.89227692986518,0.32793529732302285,9.0,0.2059442400932312,0.047604039311409,0.1947764903306961,0.18184955418109894,1.0,8.89622712968015,0.3923143758602933,0.06437907853727043
pair_099,SetB,1,182.67082086171848,0,0.2450527399778366,0.1329936534166336,0.18339326977729797,0.5122725665569305,6,5.70087712549569,0.9827160804524713,2.0,0.24641315639019012,0.13817757368087769,0.1808462142944336,0.5294799208641052,4.0,5.5377492419453835,0.647292793192391,-0.3354232872600803
pair_100,SetB,1,108.59142018475467,0,0.11940459907054901,0.07924771308898926,0.07138172537088394,0.43115320056676865,1,8.490636553928633,-0.3810593199684641,4.0,0.12853096425533295,0.09890110045671463,0.058349549770355225,0.5312681198120117,0.0,7.788880963698615,-0.6431186169196184,-0.26205929695115426
