pair_id,set_type,d_th,cand_th,gt_err,score_A,score_B,score_C,score_D,score_E,score_interp_area,score_interp_cubic,score_interp_linear
pair_008,SetA,-0.3,-3.4,0.27689141992287825,0.757626473903656,0.6156084537506104,0.7150210857391357,0.6866174936294556,0.6156085133552551,0.7150210857391357,0.6533053398132324,0.6604816436767578
pair_008,SetA,-0.25,-3.35,0.22689141992287842,0.7626643180847168,0.6262403726577759,0.7217370986938476,0.6944522857666016,0.6262402534484863,0.7217370986938476,0.6599638879299163,0.6672962188720702
pair_008,SetA,-0.2,-3.3000000000000003,0.1768914199228786,0.7667644023895264,0.6348285675048828,0.7271836876869201,0.7007965445518494,0.6348286867141724,0.7271836876869201,0.6649385154247284,0.6725483059883117
pair_008,SetA,-0.15000000000000002,-3.25,0.12689141992287833,0.7698240876197815,0.6411653757095337,0.7312264740467072,0.7054947316646576,0.6411653757095337,0.7312264740467072,0.6685828626155853,0.6762629568576812
pair_008,SetA,-0.10000000000000003,-3.2,0.07689141992287851,0.7719756364822388,0.6455129981040955,0.7340368270874023,0.7087442874908447,0.6455129384994507,0.7340368270874023,0.671167629957199,0.6786801159381866
pair_008,SetA,-0.050000000000000044,-3.1500000000000004,0.02689141992287869,0.7731305956840515,0.6478957533836365,0.7355601251125334,0.7105131447315216,0.6478956937789917,0.7355601251125334,0.672275185585022,0.679594612121582
pair_008,SetA,-5.551115123125783e-17,-3.1,0.023108580077121577,0.7731881141662598,0.6479535102844238,0.7356177687644958,0.7105708718299866,0.6479536294937134,0.7356177687644958,0.6716952383518219,0.6789643943309783
pair_008,SetA,0.04999999999999993,-3.0500000000000003,0.0731085800771214,0.7723618745803833,0.6460914015769958,0.7344807505607605,0.709226667881012,0.6460914611816406,0.7344807505607605,0.6700020790100097,0.6773670673370361
pair_008,SetA,0.09999999999999992,-3.0,0.12310858007712167,0.7704516649246216,0.6422828435897827,0.7320010542869567,0.7063673138618469,0.6422829627990723,0.7320010542869567,0.6675106227397918,0.6748319685459137
pair_008,SetA,0.1499999999999999,-2.95,0.1731085800771215,0.7674347162246704,0.636167049407959,0.7280543625354766,0.7018007934093475,0.6361668705940247,0.7280543625354766,0.6634183824062347,0.6707453608512878
pair_008,SetA,0.1999999999999999,-2.9000000000000004,0.2231085800771213,0.7634117007255554,0.6282785534858704,0.7228717386722564,0.6958450973033905,0.6282784938812256,0.7228717386722564,0.6574547290802002,0.6648654341697693
pair_008,SetA,0.24999999999999983,-2.85,0.2731085800771216,0.7583832144737244,0.6184121966362,0.7163918375968932,0.6883975863456726,0.6184119582176208,0.7163918375968932,0.6506003975868224,0.6580249786376953
pair_008,SetA,0.2999999999999999,-2.8000000000000003,0.3231085800771214,0.7522460222244263,0.606867253780365,0.7086323559284209,0.6795565783977509,0.6068671345710754,0.7086323559284209,0.6434939742088317,0.6506028354167938
pair_009,SetA,-0.3,-2.4,0.3072544707475977,0.851611852645874,0.6113975048065186,0.7795475661754607,0.7315047085285187,0.6113975644111633,0.7795475661754607,0.7104940176010132,0.7188104212284088
pair_009,SetA,-0.25,-2.35,0.2572544707475979,0.852856457233429,0.615411102771759,0.7816228330135344,0.7341337502002716,0.6154110431671143,0.7816228330135344,0.7130529463291169,0.7209570884704589
pair_009,SetA,-0.2,-2.3000000000000003,0.20725447074759806,0.8538615107536316,0.6186951994895935,0.7833116352558135,0.7362783849239349,0.6186952590942383,0.7833116352558135,0.7145511388778686,0.7223245203495026
