Model,Precision,Recall,F1,ROC-AUC,PR-AUC,FPR,FNR,Set A Acc,Set B Acc,Set C Acc,Threshold
LogReg_V20_H,0.7368421052631579,0.6829268292682927,0.7088607594936709,0.5140712945590994,0.7903415387123739,0.7692307692307693,0.3170731707317073,0.7222222222222222,0.6521739130434783,0.23076923076923078,0.46
