percentile,top20,top50,top100
99.9,40.714285714285715,49.28571428571429,55.00000000000001
99.5,40.714285714285715,49.28571428571429,55.00000000000001
99.0,40.714285714285715,49.28571428571429,55.00000000000001
98.0,40.714285714285715,49.28571428571429,55.00000000000001
97.0,40.714285714285715,49.28571428571429,55.00000000000001
95.0,40.714285714285715,49.28571428571429,55.00000000000001
