threshold,total,loc,rej,f1
0.01,31.2202920590357,25.3929539295393,5.827338129496402,0.3884892086330935
0.02,33.81221719457014,28.23529411764706,5.576923076923077,0.3717948717948718
0.03,35.79544513457557,30.019047619047626,5.77639751552795,0.38509316770186336
0.04,36.31702153253939,30.427450980392155,5.889570552147239,0.39263803680981596
0.05,36.86611776447106,30.75833333333334,6.107784431137724,0.40718562874251496
0.060000000000000005,36.26591770512367,30.230414746543786,6.0355029585798805,0.4023668639053254
0.06999999999999999,36.114285714285714,30.114285714285717,6.0,0.4
0.08,37.292505481363364,31.396551724137932,5.895953757225434,0.3930635838150289
0.09,37.394480519480524,31.428571428571434,5.965909090909091,0.3977272727272727
0.09999999999999999,37.53026634382567,31.428571428571434,6.101694915254238,0.4067796610169492
0.11,37.53026634382567,31.428571428571434,6.101694915254238,0.4067796610169492
0.12,37.53026634382567,31.428571428571434,6.101694915254238,0.4067796610169492
0.13,36.128757648310724,30.0952380952381,6.033519553072625,0.40223463687150834
0.14,37.80018416206262,31.83333333333334,5.966850828729282,0.39779005524861877
0.15000000000000002,37.80018416206262,31.83333333333334,5.966850828729282,0.39779005524861877
0.16,37.80018416206262,31.83333333333334,5.966850828729282,0.39779005524861877
0.17,37.80018416206262,31.83333333333334,5.966850828729282,0.39779005524861877
0.18000000000000002,37.539001981624935,31.637362637362642,5.901639344262295,0.3934426229508197
0.19,37.539001981624935,31.637362637362642,5.901639344262295,0.3934426229508197
0.2,37.539001981624935,31.637362637362642,5.901639344262295,0.3934426229508197
0.21000000000000002,37.539001981624935,31.637362637362642,5.901639344262295,0.3934426229508197
0.22,37.539001981624935,31.637362637362642,5.901639344262295,0.3934426229508197
0.23,37.539001981624935,31.637362637362642,5.901639344262295,0.3934426229508197
0.24000000000000002,37.539001981624935,31.637362637362642,5.901639344262295,0.3934426229508197
0.25,37.539001981624935,31.637362637362642,5.901639344262295,0.3934426229508197
0.26,38.14385093167702,32.27428571428572,5.869565217391305,0.391304347826087
0.27,38.27428571428572,32.27428571428572,6.0,0.4
0.28,38.18202764976959,32.214285714285715,5.967741935483871,0.3978494623655914
0.29000000000000004,38.18202764976959,32.214285714285715,5.967741935483871,0.3978494623655914
0.3,37.98217739707102,32.07792207792208,5.904255319148937,0.39361702127659576
0.31,37.98217739707102,32.07792207792208,5.904255319148937,0.39361702127659576
0.32,37.98217739707102,32.07792207792208,5.904255319148937,0.39361702127659576
0.33,40.6969696969697,34.6969696969697,5.999999999999999,0.39999999999999997
0.34,40.6969696969697,34.6969696969697,5.999999999999999,0.39999999999999997
0.35000000000000003,40.6969696969697,34.6969696969697,5.999999999999999,0.39999999999999997
0.36000000000000004,40.6969696969697,34.6969696969697,5.999999999999999,0.39999999999999997
0.37,40.6969696969697,34.6969696969697,5.999999999999999,0.39999999999999997
0.38,40.58763400648218,34.61904761904763,5.968586387434556,0.3979057591623037
0.39,40.47083333333334,34.53333333333334,5.9375,0.3958333333333333
0.4,40.34533224252341,34.438596491228076,5.906735751295337,0.39378238341968913
0.41000000000000003,40.20962199312715,34.333333333333336,5.876288659793814,0.3917525773195876
0.42000000000000004,40.20962199312715,34.333333333333336,5.876288659793814,0.3917525773195876
0.43,40.20962199312715,34.333333333333336,5.876288659793814,0.3917525773195876
0.44,40.20962199312715,34.333333333333336,5.876288659793814,0.3917525773195876
0.45,40.06184012066365,34.21568627450981,5.846153846153846,0.38974358974358975
0.46,39.29867947178872,33.48235294117647,5.816326530612245,0.3877551020408163
0.47000000000000003,39.29867947178872,33.48235294117647,5.816326530612245,0.3877551020408163
0.48000000000000004,39.136802030456856,33.35,5.786802030456854,0.3857868020304569
0.49,39.136802030456856,33.35,5.786802030456854,0.3857868020304569
0.5,39.136802030456856,33.35,5.786802030456854,0.3857868020304569
0.51,39.136802030456856,33.35,5.786802030456854,0.3857868020304569
0.52,39.136802030456856,33.35,5.786802030456854,0.3857868020304569
0.53,39.136802030456856,33.35,5.786802030456854,0.3857868020304569
0.54,39.136802030456856,33.35,5.786802030456854,0.3857868020304569
0.55,39.136802030456856,33.35,5.786802030456854,0.3857868020304569
0.56,38.95757575757576,33.2,5.757575757575758,0.38383838383838387
0.5700000000000001,43.3286432160804,37.6,5.728643216080402,0.3819095477386935
0.5800000000000001,43.3286432160804,37.6,5.728643216080402,0.3819095477386935
0.59,43.3286432160804,37.6,5.728643216080402,0.3819095477386935
0.6,43.3286432160804,37.6,5.728643216080402,0.3819095477386935
0.61,43.3286432160804,37.6,5.728643216080402,0.3819095477386935
0.62,43.3286432160804,37.6,5.728643216080402,0.3819095477386935
0.63,43.3286432160804,37.6,5.728643216080402,0.3819095477386935
0.64,43.3286432160804,37.6,5.728643216080402,0.3819095477386935
0.65,43.3286432160804,37.6,5.728643216080402,0.3819095477386935
0.66,43.300000000000004,37.6,5.7,0.38
0.67,43.300000000000004,37.6,5.7,0.38
0.68,43.420895522388065,37.6,5.82089552238806,0.3880597014925373
0.6900000000000001,43.420895522388065,37.6,5.82089552238806,0.3880597014925373
0.7000000000000001,43.420895522388065,37.6,5.82089552238806,0.3880597014925373
0.7100000000000001,43.420895522388065,37.6,5.82089552238806,0.3880597014925373
0.72,43.420895522388065,37.6,5.82089552238806,0.3880597014925373
0.73,43.22065063649223,37.42857142857144,5.792079207920791,0.3861386138613861
0.74,43.22065063649223,37.42857142857144,5.792079207920791,0.3861386138613861
0.75,43.22065063649223,37.42857142857144,5.792079207920791,0.3861386138613861
0.76,43.22065063649223,37.42857142857144,5.792079207920791,0.3861386138613861
0.77,43.22065063649223,37.42857142857144,5.792079207920791,0.3861386138613861
0.78,43.22065063649223,37.42857142857144,5.792079207920791,0.3861386138613861
0.79,43.22065063649223,37.42857142857144,5.792079207920791,0.3861386138613861
0.8,43.22065063649223,37.42857142857144,5.792079207920791,0.3861386138613861
0.81,43.11312217194571,37.23076923076924,5.88235294117647,0.39215686274509803
0.8200000000000001,42.85365853658537,37.00000000000001,5.853658536585366,0.3902439024390244
0.8300000000000001,42.85365853658537,37.00000000000001,5.853658536585366,0.3902439024390244
0.8400000000000001,42.82524271844661,37.00000000000001,5.825242718446603,0.38834951456310685
0.85,42.82524271844661,37.00000000000001,5.825242718446603,0.38834951456310685
0.86,42.79710144927537,37.00000000000001,5.797101449275361,0.38647342995169076
0.87,42.79710144927537,37.00000000000001,5.797101449275361,0.38647342995169076
0.88,42.14162679425837,36.4,5.741626794258373,0.3827751196172249
0.89,42.14162679425837,36.4,5.741626794258373,0.3827751196172249
0.9,19.160377358490567,13.5,5.660377358490567,0.37735849056603776
0.91,19.160377358490567,13.5,5.660377358490567,0.37735849056603776
0.92,21.06237424547284,15.428571428571429,5.633802816901409,0.37558685446009393
0.93,20.607476635514022,15.000000000000004,5.607476635514018,0.37383177570093457
0.9400000000000001,20.607476635514022,15.000000000000004,5.607476635514018,0.37383177570093457
0.9500000000000001,20.607476635514022,15.000000000000004,5.607476635514018,0.37383177570093457
0.9600000000000001,19.055555555555557,13.5,5.555555555555555,0.37037037037037035
0.97,19.055555555555557,13.5,5.555555555555555,0.37037037037037035
0.98,23.504587155963304,18.0,5.504587155963303,0.36697247706422015
0.99,5.454545454545454,0.0,5.454545454545454,0.3636363636363636
