pair_id,v25_found,new_found,v25_score,new_score,gt_found,loc_error,change_type
pair_098,1,0,0.8727437118225019,0.8727437118225019,1,9.483006752803304,BAD_LOCALIZATION_REJECTED
pair_116,1,0,0.861145739955424,0.861145739955424,1,3.821703699066583,FALSE_REJECTION
